@@340963	##	fo
EMPEROR	emperor	nn1
AKIHITO	akihito	nn1_np1	
<P>	<p>	null	
Koreans	korean	nn2
hoped	hope	vvn_vvd
for	for	if
an	an	at1
abject	abject	jj
apology	apology	nn1
for	for	if
Japan	japan	np1
's	's	ge
brutal	brutal	jj
occupation	occupation	nn1
of	of	io
their	their	appge
country	country	nn1
from	from	ii
1910	1910	mc
to	to	ii
1945	1945	mc
.	.	y
What	what	ddq
they	they	pphs2
got	get	vvd
instead	instead	rr
was	be	vbdz
the	the	at
Emperor	emperor	nn1
's	's	ge
lukewarm	lukewarm	jj
expression	expression	nn1
of	of	io
"	"	"
deepest	deepest	jjt_rrt@
regret	regret	nn1_vv0
.	.	y
"	"	"
