@@351193	##	fo
Is	be	vbz
Rehnquist	rehnquist	jj_nn1
Getting	get	vvg
Itchy	itchy	nn1_jj_np1
?	?	y
<P>	<p>	null	
Retiring	retire	jj_vvg
Senate	senate	nn1
majority	majority	nn1
leader	leader	nn1
George	george	np1
Mitchell	mitchell	np1
,	,	y
who	who	pnqs
last	last	md
week	week	nnt1
turned	turn	vvd_vvn
down	down	rp
a	a	at1
nomination	nomination	nn1
to	to	ii
the	the	at
Supreme	supreme	jj
Court	court	nn1
,	,	y
may	may	vm
get	get	vvi
a	a	at1
second	second	md_nnt1
chance	chance	nn1
to	to	to
join	join	vvi
the	the	at
court	court	nn1
 -- 	--	nn1_jj
as	as	csa_rg@
Chief	chief	jj
Justice	justice	nn1
.	.	y
Current	current	jj
Chief	chief	jj_nn1
Justice	justice	nn1_np1@
William	william	np1
Rehnquist	rehnquist	nn1_jj
,	,	y
a	a	at1
widower	widower	nn1
,	,	y
recently	recently	rr
started	start	vvd_vvn@
dating	date	vvg
a	a	at1
woman	woman	nn1
who	who	pnqs
lives	live	vvz
on	on	ii
the	the	at
West	west	nd1
Coast	coast	nn1
.	.	y
Sources	source	nn2
say	say	vv0
he	he	pphs1
appears	appear	vvz
to	to	to
be	be	vbi
developing	develop	vvg
a	a	at1
greater	great	jjr
interest	interest	nn1
in	in	ii
his	his	appge
private	private	jj
life	life	nn1
at	at	ii
the	the	at
same	same	da
time	time	nnt1
that	that	cst
he	he	pphs1
's	be	vbz
tiring	tiring	jj
of	of	io
the	the	at
court	court	nn1
's	's	ge
legal	legal	jj
grind	grind	nn1
.	.	y
If	if	cs
Rehnquist	rehnquist	nn1
decides	decide	vvz
to	to	to
resign	resign	vvi
during	during	ii
Clinton	clinton	np1
's	's	ge
presidency	presidency	nn1
,	,	y
Mitchell	mitchell	np1
would	would	vm
probably	probably	rr
be	be	vbi
the	the	at
leading	leading	jj
candidate	candidate	nn1
for	for	if
the	the	at
post	post	nn1
.	.	y
