@@343461	##	fo
Margaret	margaret	np1
Thatcher	thatcher	np1
once	once	rr
confidently	confidently	rr
predicted	predict	vvn_vvd
that	that	cst
her	her	appge
political	political	jj
reign	reign	nn1
would	would	vm
"	"	"
go	go	vv0
on	on	rp@
and	and	cc
on	on	rp@_ii
.	.	y
"	"	"
Now	now	rt
chafing	chafe	vvg
in	in	ii_rp@
forced	force	jj
retirement	retirement	nn1
,	,	y
the	the	at
former	former	da
British	british	jj
Prime	prime	jj
Minister	minister	nn1
apparently	apparently	rr
intends	intend	vvz
to	to	to
apply	apply	vvi
that	that	dd1_cst
philosophy	philosophy	nn1
to	to	ii
the	the	at
writing	writing	nn1
of	of	io
her	her	appge
memoirs	memoir	nn2
.	.	y
Thatcher	thatcher	np1
is	be	vbz
talking	talk	vvg
about	about	ii
dividing	divide	vvg
her	her	appge
life	life	nn1
story	story	nn1
into	into	ii
three	three	mc
or	or	cc
four	four	mc
volumes	volume	nn2
,	,	y
more	more	rrr_dar
than	than	csn
potential	potential	jj_nn1
U.S.	u.s.-	np1
publishers	publisher	nn2
hope	hope	vv0
to	to	to
see	see	vvi
 -- 	--	zz
or	or	cc
sell	sell	vv0
.	.	y
Perhaps	perhaps	rr
the	the	at
Iron	iron	nn1
Lady	lady	nn1
wishes	wish	vvz_nn2
to	to	to
continue	continue	vvi
emulating	emulate	vvg
her	her	appge
idol	idol	nn1
Winston	winston	np1
Churchill	churchill	np1
,	,	y
who	who	pnqs
wrote	write	vvd
more	more	dar
than	than	csn
two	two	mc
dozen	dozen	m
books	book	nn2
during	during	ii
his	his	appge
lifetime	lifetime	nnt1
.	.	y
