@@342564	##	fo
NANCY	nancy	np1
REAGAN	reagan	np1
<P>	<p>	null	
Asked	ask	vvn
by	by	ii
the	the	at
American	american	jj
Spectator	spectator	nn1
to	to	to
recommend	recommend	vvi
gift	gift	nn1
books	book	nn2
,	,	y
she	she	pphs1
touted	tout	vvd
husband	husband	nn1
Ronnie	ronnie	np1
's	's	ge
opus	opus	nn1
.	.	y
Next	next	md
came	come	vvd
My	my	appge
Turn	turn	nn1
,	,	y
by	by	ii
Nancy	nancy	np1
Reagan	reagan	np1
.	.	y
She	she	pphs1
called	call	vvd
it	it	pph1
an	an	at1
"	"	"
honest	honest	jj
book	book	nn1
answering	answer	vvg
all	all	db
the	the	at
charges	charge	nn2
that	that	cst
had	have	vhd
been	be	vbn
made	make	vvn
against	against	ii
her	her	ppho1
for	for	if
eight	eight	mc
years	year	nnt2
that	that	cst
she	she	pphs1
did	do	vdd
n't	n't	xx
feel	feel	vvi
she	she	pphs1
could	could	vm
answer	answer	vvi
at	at	ii
the	the	at
time	time	nnt1
.	.	y
"	"	"
