@@351696	##	fo
Times	time	nnt2
Books	book	nn2
recently	recently	rr
announced	announce	vvn_vvd
that	that	cst
it	it	pph1
will	will	vm
publish	publish	vvi
a	a	at1
book	book	nn1
of	of	io
socially	socially	rr
conscious	conscious	jj
poetry	poetry	nn1
by	by	ii
former	former	da
President	president	nnb
Jimmy	jimmy	np1
Carter	carter	np1
.	.	y
Former	former	da
brat-pack	brat-pack	jj_nn1
movie	movie	nn1
star	star	nn1
Ally	ally	nn1
Sheedy	sheedy	np1
has	have	vhz
already	already	rr
published	publish	vvn
a	a	at1
book	book	nn1
of	of	io
socially	socially	rr
conscious	conscious	jj
poetry	poetry	nn1
.	.	y
Two	two	mc
notable	notable	jj
Americans	american	nn2
.	.	y
Two	two	mc
poems	poem	nn2
.	.	y
Question	question	nn1_vv0@
:	:	y
Whose	whose	ddqge
is	be	vbz
whose	whose	ddqge
?	?	y
<P>	<p>	null	
"	"	"
It	it	pph1
Can	can	vm
Fool	fool	vv0
the	the	at
Sun	sun	nn1
"	"	"
<P>	<p>	null	
Some	some	dd
people	people	nn
never	never	rr
say	say	vv0
,	,	y
"	"	"
Let	let	vm21
's	be	vm22
go	go	vvi
home	home	rl
,	,	y
"	"	"
<P>	<p>	null	
not	not	xx
having	have	vhg
one	one	pn1
,	,	y
except	except	cs_ii
a	a	at1
plastic	plastic	nn1
sheet	sheet	nn1
;	;	y
<P>	<p>	null	
when	when	cs_rrq
cold	cold	jj_nn1
,	,	y
they	they	pphs2
try	try	vv0
to	to	to
find	find	vvi
a	a	at1
warm	warm	jj
air	air	nn1
grate	grate	nn1_vv0
;	;	y
<P>	<p>	null	
an	an	at1
empty	empty	jj
doorway	doorway	nn1
's	be	vbz_ge
better	better	jjr_rrr
than	than	csn
the	the	at
street	street	nn1
<P>	<p>	null	
and	and	cc
two	two	mc
share	share	vv0_nn1
one	one	mc1
refrigerator	refrigerator	nn1
crate	crate	nn1
.	.	y
<P>	<p>	null	
"	"	"
Inspired	inspire	vvn
by	by	ii
an	an	at1
Article	article	nn1
on	on	ii
Child	child	nn1
Abuse	abuse	nn1
"	"	"
<P>	<p>	null	
She	she	pphs1
has	have	vhz
no	no	at
idea	idea	nn1
how	how	rrq
a	a	at1
child	child	nn1
should	should	vm
act	act	vvi
<P>	<p>	null	
But	but	ccb
she	she	pphs1
knows	know	vvz
that	that	cst
it	it	pph1
's	be	vbz
unsafe	unsafe	jj
to	to	to
cry	cry	vvi
<P>	<p>	null	
She	she	pphs1
turns	turn	vvz
away	away	rl
,	,	y
she	she	pphs1
shuts	shut	vvz
her	her	appge
eyes	eye	nn2
<P>	<p>	null	
Gets	get	vvz
on	on	ii_rp@
her	her	appge
knees	knee	nn2
and	and	cc
prays	pray	vvz
to	to	to
die	die	vvi
<P>	<p>	null	
Answer	answer	vv0_nn1
:	:	y
Carter	carter	np1
,	,	y
top	top	nn1_jj_vv0@
:	:	y
Sheedy	sheedy	np1_jj
,	,	y
bottom	bottom	nn1_jj_vv0@
