@@341158	##	fo
FLAME	flame	nn1
RETARDANT	retardant	nn1_np1	
<P>	<p>	null	
Chemical	chemical	jj_nn1
solvents	solvent	nn2
that	that	cst_dd1
can	can	vm
thwart	thwart	vvi
incendiaries	incendiary	nn2
turned	turn	vvd_vvn
bullish	bullish	jj
after	after	ii_cs
the	the	at
Supreme	supreme	jj
Court	court	nn1
's	's	ge
5-4	5-4	mcmc
decision	decision	nn1
against	against	ii
congressional	congressional	jj
anti-flag	anti-flag	jj_nn1
burning	burn	jj_vvg
legislation	legislation	nn1
.	.	y
Next	next	md
opportunity	opportunity	nn1
:	:	y
a	a	at1
formula	formula	nn1
that	that	cst_dd1
will	will	vm
protect	protect	vvi
the	the	at
Bill	bill	nn1
of	of	io
Rights	right	nn2
.	.	y
