@@345149	##	fo
The	the	at
American	american	jj
lawmaker	lawmaker	nn1
had	have	vhd
come	come	vvn
to	to	ii
Peru	peru	np1
for	for	if
a	a	at1
firsthand	firsthand	jj
look	look	nn1_vv0
at	at	ii
that	that	dd1
country	country	nn1
's	's	ge
drug-interdiction	drug-interdiction	jj_nn1
efforts	effort	nn2
.	.	y
"	"	"
Why	why	rrq
so	so	rg
much	much	da1_rr
smoke	smoke	nn1_vv0
?	?	y
"	"	"
asked	ask	vvd
Congressman	congressman	nn1
ROBERT	robert	np1
TORRICELLI	torricelli	nn1_nn2_np1	
of	of	io
New	new	np1
Jersey	jersey	np1
as	as	csa_ii@
his	his	appge
helicopter	helicopter	nn1
waited	wait	vvd
to	to	to
take	take	vvi
off	off	rp
from	from	ii
a	a	at1
military	military	jj
outpost	outpost	nn1
in	in	ii
the	the	at
Huallaga	huallaga	np1_nn1@
Valley	valley	nn1_np1@
.	.	y
"	"	"
They	they	pphs2
are	be	vbr
burning	burn	vvg
off	off	ii_rp
the	the	at
forest	forest	nn1
to	to	to
plant	plant	vvi
more	more	dar
coca	coca	nn1
,	,	y
"	"	"
answered	answer	vvd_vvn
the	the	at
pilot	pilot	nn1
.	.	y
As	as	ii_csa
the	the	at
chopper	chopper	nn1
circled	circle	vvd
over	over	ii_rp
the	the	at
municipal	municipal	jj
airport	airport	nn1
,	,	y
the	the	at
legislator	legislator	nn1
noticed	notice	vvd_vvn
frantic	frantic	jj
activity	activity	nn1
on	on	ii
the	the	at
runway	runway	nn1
.	.	y
"	"	"
They	they	pphs2
are	be	vbr
loading	load	vvg
cocaine	cocaine	nn1
,	,	y
"	"	"
explained	explain	vvd_vvn
his	his	appge
guide	guide	nn1
.	.	y
"	"	"
Why	why	rrq
do	do	vd0
n't	n't	xx
the	the	at
police	police	nn2
and	and	cc
the	the	at
military	military	jj_nn1@
do	do	vd0
something	something	pn1
to	to	to
stop	stop	vvi
it	it	pph1
?	?	y
"	"	"
the	the	at
Congressman	congressman	nn1
asked	ask	vvd
his	his	appge
Peruvian	peruvian	jj
hosts	host	nn2
when	when	rrq_cs
he	he	pphs1
landed	land	vvd
.	.	y
"	"	"
It	it	pph1
is	be	vbz
out	out	ii21
of	of	ii22
my	my	appge
jurisdiction	jurisdiction	nn1
,	,	y
"	"	"
said	say	vvd
the	the	at
local	local	jj
army	army	nn1
commander	commander	nn1
.	.	y
"	"	"
It	it	pph1
is	be	vbz
too	too	rg
dangerous	dangerous	jj
,	,	y
"	"	"
said	say	vvd
the	the	at
police	police	nn2
chief	chief	nn1_jj
.	.	y
"	"	"
It	it	pph1
is	be	vbz
hopeless	hopeless	jj
,	,	y
"	"	"
concluded	conclude	vvd_vvn
the	the	at
Congressman	congressman	nn1
.	.	y
