@@359798	##	fo
Did	do	vdd
Rudolf	rudolf	np1
Nureyev	nureyev	np1
really	really	rr
have	have	vhi
a	a	at1
fling	fling	nn1
with	with	iw
Bobby	bobby	np1
Kennedy	kennedy	np1
?	?	y
This	this	dd1
recently	recently	rr
surfaced	surface	jj@_vvd
rumor	rumor	nn1
is	be	vbz
n't	n't	xx
mentioned	mention	vvn
in	in	ii
the	the	at
new	new	jj
biography	biography	nn1
of	of	io
the	the	at
most	most	rgt
celebrated	celebrate	jj
male	male	jj_nn1
ballet	ballet	nn1
dancer	dancer	nn1
of	of	io
the	the	at
postwar	postwar	jj
era	era	nn1
.	.	y
But	but	ccb
even	even	rr21
so	so	rr22
,	,	y
Nureyev	nureyev	np1
's	's	ge
list	list	nn1
of	of	io
lovers	lover	nn2
was	be	vbdz
quite	quite	rg
sufficiently	sufficiently	rr
star	star	nn1_jj@_vv0@
studded	stud	vvd_jj@
.	.	y
(	(	y
Did	do	vdd
they	they	pphs2
or	or	cc
did	do	vdd
n't	n't	xx
they	they	pphs2
?	?	y
Only	only	rr_jj
Mick	mick	np1
Jagger	jagger	np1
knows	know	vvz
for	for	rr21
sure	sure	rr22
.	.	y
)	)	y
Fortunately	fortunately	rr
,	,	y
Diane	diane	np1
Solway	solway	np1
is	be	vbz
interested	interested	jj
in	in	ii
more	more	dar
than	than	csn
just	just	rr_jj@
gossip	gossip	vv0_nn1
,	,	y
and	and	cc
her	her	appge
fact-crammed	fact-crammed	nn1_jj	
,	,	y
plainly	plainly	rr
written	write	vvn_jj@
chronicle	chronicle	nn1
is	be	vbz
the	the	at
most	most	rgt
detailed	detailed	jj
and	and	cc
dependable	dependable	jj
account	account	nn1
to	to	ii
date	date	nn1
of	of	io
Nureyev	nureyev	np1
's	's	ge
hectic	hectic	jj
life	life	nn1
.	.	y
What	what	ddq
fails	fail	vvz
to	to	to
come	come	vvi
through	through	rp@
,	,	y
oddly	oddly	rr
enough	enough	rr
,	,	y
is	be	vbz
his	his	appge
artistry	artistry	nn1
 -- 	--	nn1_jj
if	if	cs
you	you	ppy
never	never	rr
saw	see	vvd
him	him	ppho1
dance	dance	vvi
,	,	y
this	this	dd1
book	book	nn1
wo	will	vm
n't	n't	xx
tell	tell	vvi
you	you	ppy
what	what	ddq
you	you	ppy
missed	miss	vvd
 -- 	--	zz
but	but	ccb
the	the	at
bare	bare	jj
facts	fact	nn2
still	still	rr
make	make	vv0
for	for	if
a	a	at1
riveting	riveting	jj
read	read	nn1%_vvd_vvn_vv0
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Terry	terry	np1
Teachout	teachout	np1
