@@350992	##	fo
"	"	"
The	the	at
SS	ss	np1
was	be	vbdz
condemned	condemn	vvn
to	to	to
carry	carry	vvi
out	out	rp
the	the	at
Final	final	jj_nn1
Solution	solution	nn1
of	of	io
the	the	at
Jewish	jewish	jj
Problem	problem	nn1
in	in	ii_rp@
strictly	strictly	rr
ideological	ideological	jj
terms	term	nn2
...	....	...
The	the	at
gassing	gas	nn1@
of	of	io
1.3	1.3	mc
million	million	m
people	people	nn
in	in	ii
Auschwitz	auschwitz	np1
demanded	demand	vvd
extreme	extreme	jj
discipline	discipline	nn1
.	.	y
"	"	"
<P>	<p>	null	
 -- 	--	nn1_jj
The	the	at
film	film	nn1
critic	critic	nn1
for	for	if
DIE	die	vv0
WELT	welt	np1_nn1	
,	,	y
a	a	at1
Conservative	conservative	jj
German	german	jj_nn1
newspaper	newspaper	nn1
,	,	y
objecting	object	vvg
to	to	ii
scenes	scene	nn2
of	of	io
carousing	carouse	vvg
SS	ss	np1
camp	camp	nn1
guards	guard	nn2_vvz@
in	in	ii
Schindler	schindler	np1
's	's	ge
List	list	nn1
