@@347743	##	fo
To	to	ii
hungry	hungry	jj
pike	pike	nn
as	as	ii31
well	well	ii32
as	as	ii33
hungry	hungry	jj
humans	human	nn2
,	,	y
carp	carp	nn
can	can	vm
be	be	vbi
a	a	at1
most	most	rgt
satisfying	satisfying	jj
meal	meal	nn1
.	.	y
But	but	ccb
the	the	at
freshwater	freshwater	jj
fish	fish	nn
has	have	vhz
a	a	at1
way	way	nn1
of	of	io
fooling	fool	vvg
at	at	rr21
least	least	rr22
its	its	appge
piscine	piscine	nn1
predators	predator	nn2
.	.	y
According	according	ii21
to	to	ii22
researchers	researcher	nn2
at	at	ii
Lund	lund	np1
University	university	nn1
in	in	ii
Sweden	sweden	np1
,	,	y
when	when	rrq
pike	pike	nn
are	be	vbr
placed	place	vvn
in	in	ii
carp-filled	carp-filled	jj_nn1
ponds	pond	nn2
,	,	y
the	the	at
hunted	hunted	jj
fish	fish	nn
begin	begin	vv0
to	to	to
bulk	bulk	vvi
up	up	rp
on	on	ii
food	food	nn1
in	in	ii
the	the	at
water	water	nn1
until	until	cs
,	,	y
after	after	ii_cs
12	12	mc
weeks	week	nnt2
,	,	y
they	they	pphs2
are	be	vbr
simply	simply	rr
too	too	rg
big	big	jj
for	for	if
the	the	at
pike	pike	nn
to	to	to
swallow	swallow	vvi
.	.	y
But	but	ccb
the	the	at
bigger	big	jjr
carp	carp	nn
expend	expend	vv0
more	more	dar
energy	energy	nn1
swimming	swim	nn1_vvg
.	.	y
Once	once	cs@_rr
the	the	at
pike	pike	nn
threat	threat	nn1
is	be	vbz
gone	go	vvn
,	,	y
the	the	at
carp	carp	nn
should	should	vm
revert	revert	vvi
back	back	rp
to	to	ii
their	their	appge
slimmer	slim	jjr_nn1
shape	shape	nn1
.	.	y
Call	call	vv0
them	them	ppho2
the	the	at
Arnold	arnold	np1
Schwarzeneggers	schwarzenegger	np2
of	of	io
the	the	at
deep	deep	jj
 -- 	--	nn1_jj
at	at	rr21
least	least	rr22
for	for	if
a	a	at1
while	while	nnt1@
.	.	y
