@@358899	##	fo
Photography	photography	nn1
not	not	xx
only	only	rr
provided	provide	cs_vvn_vvd
this	this	dd1
century	century	nnt1
with	with	iw
two	two	mc
of	of	io
the	the	at
things	thing	nn2
it	it	pph1
likes	like	vvz
best	best	rrt_jjt
 -- 	--	zz
greater	great	jjr
realism	realism	nn1
and	and	cc
superior	superior	jj
fantasies	fantasy	nn2
 -- 	--	zz
but	but	ccb
also	also	rr
showed	show	vvd
how	how	rgq@_rrq
deeply	deeply	rr
entwined	entwine	vvd_vvn_jj
they	they	pphs2
can	can	vm
be	be	vbi
.	.	y
Circa	circa	rg
1900	1900	mc
,	,	y
ambitious	ambitious	jj
photographers	photographer	nn2
aspired	aspire	vvd_vvn@
to	to	ii
pictures	picture	nn2
that	that	cst
resembled	resemble	vvd
paintings	painting	nn2
.	.	y
Then	then	rt
came	come	vvd
modernism	modernism	nn1
,	,	y
which	which	ddq
taught	teach	vvd
them	them	ppho2
to	to	to
rethink	rethink	vvi
the	the	at
characteristics	characteristic	nn2
of	of	io
their	their	appge
own	own	da
medium	medium	nn1
.	.	y
Sharp	sharp	jj_rr@
focus	focus	nn1_vv0
,	,	y
accidental	accidental	jj
arrangements	arrangement	nn2
and	and	cc
the	the	at
just-the-facts	just-the-facts	nn2	
stuff	stuff	vv0@
that	that	cst
cameras	camera	nn2
provide	provide	vv0
became	become	vvd
a	a	at1
new	new	jj
path	path	nn1
to	to	ii
the	the	at
supreme	supreme	jj
fictions	fiction	nn2
of	of	io
art	art	nn1
.	.	y
Of	of	io
the	the	at
pleasures	pleasure	nn2
cameras	camera	nn2
give	give	vv0
us	us	ppio2
,	,	y
the	the	at
transfiguration	transfiguration	nn1
of	of	io
plain	plain	jj_nn1
reality	reality	nn1
is	be	vbz
the	the	at
most	most	rgt
indispensable	indispensable	jj
.	.	y
It	it	pph1
implies	imply	vvz
that	that	cst
the	the	at
world	world	nn1
is	be	vbz
more	more	dar_rrr
than	than	csn
it	it	pph1
seems	seem	vvz
 -- 	--	nn1_jj
which	which	ddq
,	,	y
after	after	ii
all	all	db
,	,	y
it	it	pph1
may	may	vm
well	well	rr
be	be	vbi
.	.	y
It	it	pph1
's	be	vbz
a	a	at1
paradox	paradox	nn1
too	too	rg
lovely	lovely	jj
to	to	to
ignore	ignore	vvi
and	and	cc
too	too	rg
profound	profound	jj
to	to	to
solve	solve	vvi
.	.	y
These	these	dd2
are	be	vbr
six	six	mc
great	great	jj
photographers	photographer	nn2
who	who	pnqs
have	have	vh0
pointed	point	vvn
the	the	at
way	way	nn1
into	into	ii
its	its	appge
deepest	deepest	jjt
parts	part	nn2
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Richard	richard	np1
Lacayo	lacayo	np1
