@@343763	##	fo
California	california	np1
politicians	politician	nn2
are	be	vbr
planning	plan	vvg
to	to	to
move	move	vvi
up	up	rp
their	their	appge
state	state	nn1
's	's	ge
primary	primary	jj_nn1
date	date	nn1
from	from	ii
June	june	np1
to	to	ii
March	march	np1
in	in	ii
an	an	at1
attempt	attempt	nn1
to	to	ii
muscle	muscle	nn1
in	in	rp@_ii
on	on	ii
the	the	at
kingmaking	kingmaking	jj@_nn1@	
power	power	nn1
Iowa	iowa	np1
and	and	cc
New	new	np1
Hampshire	hampshire	np1
enjoy	enjoy	vv0
during	during	ii
presidential-election	presidential-election	jj	
years	year	nnt2
.	.	y
An	an	at1
early-bird	early-bird	jj_nn1
contest	contest	nn1
would	would	vm
be	be	vbi
likely	likely	jj
to	to	to
force	force	vvi
Democratic	democratic	jj
candidates	candidate	nn2
to	to	to
give	give	vvi
short	short	jj_rr@
shrift	shrift	nn1_vv0
to	to	ii
the	the	at
two	two	mc
smaller	small	jjr
states	state	nn2
so	so	rr_cs@
contenders	contender	nn2
could	could	vm
focus	focus	vvi
on	on	ii
California	california	np1
's	's	ge
wide-ranging	wide-ranging	jj
constituencies	constituency	nn2
and	and	cc
demonstrate	demonstrate	vv0
national	national	jj
appeal	appeal	nn1
.	.	y
Willie	willie	np1
Brown	brown	np1
,	,	y
Democratic	democratic	jj
speaker	speaker	nn1
of	of	io
the	the	at
California	california	np1
assembly	assembly	nn1
,	,	y
hopes	hope	vvz_nn2
to	to	to
schedule	schedule	vvi
the	the	at
primary	primary	nn1_jj
on	on	ii
the	the	at
first	first	md
Tuesday	tuesday	npd1
in	in	ii
March	march	npm1
,	,	y
which	which	ddq
would	would	vm
position	position	vvi
it	it	pph1
just	just	rr
a	a	at1
week	week	nnt1
before	before	ii_cs
the	the	at
"	"	"
Super	super	jj
Tuesday	tuesday	npd1
"	"	"
group	group	nn1
of	of	io
Southern	southern	jj
primaries	primary	nn2
.	.	y
<P>	<p>	null	
Brown	brown	jj_np1
disputes	dispute	nn2
the	the	at
current	current	jj
notion	notion	nn1
that	that	cst
few	few	da2
Democrats	democrat	nn2
are	be	vbr
willing	willing	jj
to	to	to
run	run	vvi
against	against	ii
George	george	np1
Bush	bush	np1
next	next	md
year	year	nnt1
.	.	y
The	the	at
local	local	jj
party	party	nn1
says	say	vvz
it	it	pph1
has	have	vhz
received	receive	vvn
feelers	feeler	nn2
from	from	ii
Senators	senator	nn2
Bill	bill	np1
Bradley	bradley	np1
of	of	io
New	new	np1
Jersey	jersey	np1
,	,	y
Jay	jay	np1
Rockefeller	rockefeller	np1
of	of	io
West	west	np1
Virginia	virginia	np1
and	and	cc
Tom	tom	np1
Harkin	harkin	nn1_np1
of	of	io
Iowa	iowa	np1
,	,	y
as	as	ii31
well	well	ii32
as	as	ii33
Virginia	virginia	np1
Governor	governor	nnb
Doug	doug	np1
Wilder	wild	jjr
and	and	cc
Jesse	jesse	np1
Jackson	jackson	np1
.	.	y
