@@344943	##	fo
The	the	at
U.S.	u.s.-	np1
Navy	navy	nn1
prides	pride	vvz
itself	itself	ppx1
on	on	ii
its	its	appge
fighting	fight	nn1
spirit	spirit	nn1
,	,	y
but	but	ccb
down	down	rp
in	in	ii
San	san	np1
Diego	diego	np1
they	they	pphs2
've	have	vh0
got	get	vvn
a	a	rr21
little	little	rr22
too	too	rg
much	much	da1_rr
.	.	y
Some	some	dd
sailors	sailor	nn2
have	have	vh0
apparently	apparently	rr
been	be	vbn
joining	join	vvg
Southern	southern	jj
California	california	np1
gangs	gang	nn2
,	,	y
prompting	prompt	vvg
Admiral	admiral	nnb
Robert	robert	np1
Kelly	kelly	np1
to	to	to
order	order	vvi
an	an	at1
investigation	investigation	nn1
.	.	y
Crews	crew	nn2
from	from	ii
rival	rival	jj_nn1
warships	warship	nn2
have	have	vh0
brawled	brawl	vvn
.	.	y
In	in	ii
August	august	npm1
a	a	at1
sailor	sailor	nn1
was	be	vbdz
wounded	wound	vvn
in	in	ii
a	a	at1
drive-by	drive-by	nn1_jj@
shooting	shoot	vvg_nn1
at	at	ii
an	an	at1
enlisted	enlist	vvn@_vvd
men	man	nn2
's	's	ge
club	club	nn1
.	.	y
The	the	at
Navy	navy	nn1
has	have	vhz
asked	ask	vvn
San	san	np1
Diego	diego	np1
police	police	nn2
for	for	if
help	help	nn1
in	in	ii
identifying	identify	vvg_jj@
gang	gang	nn1
members	member	nn2
.	.	y
