@@362895	##	fo
OCCUPATION	occupation	nn1
Computer	computer	nn1
consultant	consultant	nn1
,	,	y
founder	founder	nn1
of	of	io
Project	project	np1@_nn1
Gutenberg	gutenberg	np1
<P>	<p>	null	
GOAL	goal	nn1
To	to	to
create	create	vvi
a	a	at1
global	global	jj
Internet	internet	nn1
library	library	nn1
of	of	io
literature	literature	nn1
and	and	cc
reference	reference	nn1_vv0@
works	work	vvz_nn
<P>	<p>	null	
QUOTE	quote	vv0
"	"	"
We	we	ppis2
want	want	vv0
to	to	to
break	break	vvi
down	down	rp_ii@
the	the	at
bars	bar	nn2
of	of	io
ignorance	ignorance	nn1
and	and	cc
illiteracy	illiteracy	nn1
"	"	"
<P>	<p>	null	
In	in	ii
the	the	at
1970s	1970s	mc2
,	,	y
when	when	cs_rrq
access	access	nn1
to	to	ii
computers	computer	nn2
was	be	vbdz
limited	limit	vvn_jj
and	and	cc
expensive	expensive	jj
,	,	y
Michael	michael	np1
Hart	hart	np1
's	's	ge
pals	pal	nn2
at	at	ii
the	the	at
University	university	nn1
of	of	io
Illinois	illinois	np1
computer	computer	nn1
lab	lab	nn1
gave	give	vvd
him	him	ppho1
what	what	ddq
amounted	amount	vvd
to	to	ii
$100	$100	nnu
million	million	m
worth	worth	nn1@
of	of	io
free	free	jj
computer	computer	nn1
time	time	nnt1
.	.	y
Hart	hart	np1
,	,	y
son	son	nn1
of	of	io
a	a	at1
Shakespeare	shakespeare	np1
professor	professor	nn1
and	and	cc
a	a	at1
mathematician	mathematician	nn1
,	,	y
decided	decide	vvd_vvn
to	to	to
harness	harness	vvi
the	the	at
new	new	jj
technology	technology	nn1
to	to	ii
humanistic	humanistic	jj
ends	end	nn2
by	by	ii
posting	post	vvg
a	a	at1
copy	copy	nn1
of	of	io
the	the	at
Declaration	declaration	nn1
of	of	io
Independence	independence	nn1
that	that	cst
anyone	anyone	pn1
with	with	iw
a	a	at1
computer	computer	nn1
and	and	cc
a	a	at1
modem	modem	nn1
could	could	vm
read	read	vvi
for	for	if
free	free	jj
.	.	y
<P>	<p>	null	
Hart	hart	np1
called	call	vvd
his	his	appge
fledgling	fledgling	jj_nn1
Internet	internet	nn1_np1
site	site	nn1
Project	project	nn1_np1@
Gutenberg	gutenberg	np1
.	.	y
Since	since	ii
then	then	rt
,	,	y
with	with	iw
less	less	dar
than	than	csn
$100,000	$100,000	nnu
in	in	ii
foundation	foundation	nn1
money	money	nn1
and	and	cc
1,000	1,000	mc
volunteers	volunteer	nn2
worldwide	worldwide	rl
who	who	pnqs
hunt	hunt	vv0
down	down	rp
books	book	nn2
,	,	y
type	type	nn1
or	or	cc
scan	scan	vv0
them	them	ppho2
in	in	rp@_ii
and	and	cc
proofread	proofread	nn1_vv0
,	,	y
he	he	pphs1
has	have	vhz
assembled	assemble	vvn
a	a	at1
library	library	nn1
of	of	io
2,250	2,250	mc
entries	entry	nn2
.	.	y
Go	go	vv0
to	to	ii
