@@342162	##	fo
GEORGI	georgi	np1	
ARBATOV	arbatov	np1	
<P>	<p>	null	
The	the	at
Soviet	soviet	jj
foreign	foreign	jj
policy	policy	nn1
expert	expert	nn1
wryly	wryly	rr
commented	comment	vvn_vvd
to	to	ii
journalists	journalist	nn2
on	on	ii
the	the	at
laurels	laurel	nn2
bestowed	bestow	vvn_vvd
upon	upon	ii
Mikhail	mikhail	np1
Gorbachev	gorbachev	np1
and	and	cc
in	in	ii
the	the	at
process	process	nn1
proved	prove	vvd_vvn
just	just	rr
how	how	rgq@_rrq
institutionalized	institutionalize	jj@
glasnost	glasnost	nn1
really	really	rr
is	be	vbz
:	:	y
"	"	"
I	i	ppis1
am	be	vbm
sure	sure	jj
he	he	pphs1
deserved	deserve	vvd
the	the	at
Peace	peace	nn1
Prize	prize	nn1
,	,	y
(	(	y
(	(	y
but	but	ccb
)	)	y
)	)	y
I	i	ppis1
would	would	vm
n't	n't	xx
think	think	vvi
he	he	pphs1
deserved	deserve	vvd
the	the	at
Nobel	nobel	np1
Prize	prize	nn1
for	for	if
Economics	economics	nn1
.	.	y
"	"	"
