@@349537	##	fo
The	the	at
memo	memo	nn1
below	below	rl
is	be	vbz
the	the	at
smoking	smoking	jj_nn1
gun	gun	nn1
in	in	ii
the	the	at
General	general	jj_nn1
Accounting	accounting	nn1_vvg_jj@
Office	office	nn1
's	's	ge_vbz
recent	recent	jj
damning	damn	jj@_nn1@
evaluation	evaluation	nn1
of	of	io
the	the	at
Pentagon	pentagon	np1_nn1@
.	.	y
The	the	at
Air	air	nn1
Force	force	nn1
issued	issue	vvd_vvn
data	data	nn
deceptively	deceptively	rr
understating	understate	vvg
the	the	at
size	size	nn1
of	of	io
the	the	at
radar	radar	nn1
profile	profile	nn1
of	of	io
the	the	at
B1-B	b1-b	np1	
bomber	bomber	nn1
.	.	y
This	this	dd1
Air	air	nn1
Force	force	nn1
memo	memo	nn1
contains	contain	vvz
the	the	at
accurate	accurate	jj
data	data	nn
(	(	y
here	here	rl
blacked	black	vvd
out	out	rp
by	by	ii
the	the	at
GAO	gao	np1
)	)	y
,	,	y
along	along	ii21
with	with	ii22
the	the	at
admonition	admonition	nn1
that	that	cst
that	that	dd1
information	information	nn1
be	be	vbi
kept	keep	vvn
from	from	ii
the	the	at
GAO	gao	np1
.	.	y
The	the	at
Pentagon	pentagon	np1
gave	give	vvd
the	the	at
memo	memo	nn1
to	to	ii
the	the	at
GAO	gao	np1
by	by	ii
accident	accident	nn1
.	.	y
