@@340763	##	fo
CHANNEL	channel	nn1_vv0@
HOPPING	hop	vvg_nn1@
?	?	y
Ted	ted	np1
Koppel	koppel	np1
's	's	ge
contract	contract	nn1
with	with	iw
ABC	abc	np1
expires	expire	vvz
at	at	ii
the	the	at
end	end	nn1
of	of	io
this	this	dd1
year	year	nnt1
,	,	y
and	and	cc
colleagues	colleague	nn2
say	say	vv0
he	he	pphs1
is	be	vbz
being	be	vbg
wooed	woo	vvn
mightily	mightily	rr
by	by	ii
CBS	cbs	np1
to	to	to
replace	replace	vvi
Dan	dan	np1
Rather	rather	rr@
.	.	y
Koppel	koppel	nn1_vv0_np1@	
is	be	vbz
very	very	rg
close	close	jj
to	to	ii
CBS	cbs	np1
News	news	nn1
President	president	nnb
David	david	np1
Burke	burke	np1
,	,	y
a	a	at1
former	former	da
ABC	abc	nn1@_np1
executive	executive	nn1
who	who	pnqs
helped	help	vvd
negotiate	negotiate	vvi
his	his	appge
current	current	jj
lucrative	lucrative	jj
contract	contract	nn1
.	.	y
CBS	cbs	np1
would	would	vm
be	be	vbi
willing	willing	jj
to	to	to
tailor	tailor	vvi
its	its	appge
evening	evening	nnt1
news	news	nn1
to	to	ii
Koppel	koppel	np1
's	's	ge
on-camera	on-camera	jj_nn1
strengths	strength	nn2
,	,	y
emphasizing	emphasize	vvg
interviews	interview	nn2
over	over	ii
canned	canned	jj
news	news	nn1
items	item	nn2
 -- 	--	nn1_jj
a	a	at1
change	change	nn1
that	that	cst_dd1
would	would	vm
set	set	vvi
CBS	cbs	np1
's	's	ge
offering	offer	nn1_vvg
apart	apart	ii21
from	from	ii22
its	its	appge
rivals	rival	nn2
'	'	ge
.	.	y
Koppel	koppel	nn1_np1@_vv0	
has	have	vhz
never	never	rr
craved	crave	vvn
an	an	at1
evening	evening	nnt1
anchor	anchor	nn1
post	post	nn1
,	,	y
but	but	ccb
the	the	at
chance	chance	nn1
to	to	to
re-invent	reinvent	vvi
the	the	at
format	format	nn1
could	could	vm
prove	prove	vvi
irresistible	irresistible	jj
.	.	y
A	a	at1
spokeswoman	spokeswoman	nn1
says	say	vvz
,	,	y
"	"	"
No	no	pn121
one	one	pn122
but	but	ccb
Ted	ted	np1
and	and	cc
his	his	appge
wife	wife	nn1
knows	know	vvz
what	what	ddq
his	his	appge
plans	plan	nn2
are	be	vbr
when	when	cs
his	his	appge
contract	contract	nn1
expires	expire	vvz
.	.	y
"	"	"
