@@344260	##	fo
Attention	attention	nn1
,	,	y
Washington	washington	np1
politicians	politician	nn2
:	:	y
appearing	appear	vvg
on	on	ii_rp@
all	all	db
those	those	dd2
network	network	nn1_vv0%
morning	morning	nnt1
news	news	nn1
programs	program	nn2
could	could	vm
be	be	vbi
hazardous	hazardous	jj
to	to	ii
your	your	appge
health	health	nn1
.	.	y
ARLEN	arlen	jj_np1
SPECTER	specter	nn1
,	,	y
the	the	at
Republican	republican	nn1_jj@
Senator	senator	nn1
from	from	ii
Pennsylvania	pennsylvania	np1
,	,	y
complained	complain	vvd
of	of	io
chest	chest	nn1
pains	pain	nn2_vvz%
one	one	mc1
recent	recent	jj
morning	morning	nnt1
after	after	ii
returning	return	vvg
from	from	ii
a	a	at1
Good	good	jj
Morning	morning	nnt1
America	america	np1
interview	interview	nn1
.	.	y
A	a	at1_zz1
cautious	cautious	jj
medical	medical	jj
team	team	nn1
,	,	y
fearing	fear	vvg
the	the	at
worst	bad	jjt
,	,	y
rushed	rush	vvd_vvn
the	the	at
Senator	senator	nn1
to	to	ii
Bethesda	bethesda	np1
National	national	jj
Naval	naval	jj
Medical	medical	jj
Center	center	nn1
for	for	if
an	an	at1
overnight	overnight	jj
series	series	nn
of	of	io
tests	test	nn2
.	.	y
Result	result	vv0_nn1
:	:	y
he	he	pphs1
was	be	vbdz
suffering	suffer	vvg
from	from	ii
a	a	at1
simple	simple	jj
case	case	nn1
of	of	io
food	food	nn1
poisoning	poison	nn1_vvg
.	.	y
The	the	at
recovered	recover	jj@
Republican	republican	nn1
told	tell	vvd_vvn
Roll	roll	nn1_vv0
Call	call	nn1_vv0
,	,	y
the	the	at
Capitol	capitol	np1
Hill	hill	np1
newspaper	newspaper	nn1
,	,	y
that	that	cst
the	the	at
sweet	sweet	jj
roll	roll	nn1
he	he	pphs1
ate	eat	vvd
at	at	ii
the	the	at
ABC	abc	np1_nn1@
studios	studio	nn2
was	be	vbdz
to	to	to
blame	blame	vvi
for	for	if
the	the	at
sudden	sudden	jj
attack	attack	nn1
.	.	y
