@@347236	##	fo
OVERHEARD	overhear	vvn_vvd	
IN	in	ii
THE	the	at
schoolyard	schoolyard	nn1
last	last	md
week	week	nnt1
at	at	ii
the	the	at
Flint	flint	np1
Hill	hill	nnl1
Elementary	elementary	jj
School	school	nn1
in	in	ii
Vienna	vienna	np1
,	,	y
Virginia	virginia	np1
,	,	y
as	as	csa_ii
a	a	at1
six-year-old	six-year-old	nn1
introduced	introduce	vvd_vvn
a	a	at1
pal	pal	nn1
to	to	ii
her	her	appge
parents	parent	nn2
:	:	y
<P>	<p>	null	
Classmate	classmate	nn1
:	:	y
This	this	dd1
is	be	vbz
Marshall	marshall	np1
Bush	bush	np1
.	.	y
<P>	<p>	null	
Father	father	nn1
:	:	y
Do	do	vd0
you	you	ppy
know	know	vvi
who	who	pnqs
her	her	appge
grandfather	grandfather	nn1
is	be	vbz
?	?	y
<P>	<p>	null	
Classmate	classmate	nn1
:	:	y
Yes	yes	uh
!	!	!
President	president	nnb
Bush	bush	np1
.	.	y
<P>	<p>	null	
Marshall	marshall	np1
Bush	bush	np1
:	:	y
Yes	yes	uh
,	,	y
but	but	ccb
he	he	pphs1
wo	will	vm
n't	n't	xx
be	be	vbi
President	president	nn1
much	much	rr
longer	long	rrr_jjr
.	.	y
