@@344657	##	fo
The	the	at
law	law	nn1
forbids	forbid	vvz
airline	airline	nn1
cockpit	cockpit	nn1_vv0
crews	crew	nn2
to	to	to
sleep	sleep	vvi
in	in	ii
flight	flight	nn1
,	,	y
but	but	ccb
weary	weary	jj
pilots	pilot	nn2
have	have	vh0
been	be	vbn
known	know	vvn
to	to	to
nod	nod	vvi
off	off	rp
on	on	ii
occasion	occasion	nn1
.	.	y
Crew	crew	np1_nn1
fatigue	fatigue	nn1
is	be	vbz
increasing	increase	jj_vvg
because	because	cs
today	today	rt
's	's	ge
jumbo	jumbo	jj_nn1
jets	jet	nn2
can	can	vm
remain	remain	vvi
airborne	airborne	jj
for	for	if
17	17	mc
hours	hour	nnt2
and	and	cc
longer	long	rrr_jjr
.	.	y
As	as	ii
a	a	at1
result	result	nn1
,	,	y
experts	expert	nn2
at	at	ii
NASA	nasa	np1
and	and	cc
the	the	at
Federal	federal	jj
Aviation	aviation	nn1
Administration	administration	nn1
have	have	vh0
decided	decide	vvn
that	that	cst
it	it	pph1
's	be	vbz
time	time	nnt1
to	to	to
change	change	vvi
the	the	at
rules	rule	nn2
to	to	to
allow	allow	vvi
for	for	if
preplanned	preplanned	jj@
,	,	y
in-flight	in-flight	nn1_jj	
napping	nap	vvg_nn1@
by	by	ii
one	one	mc1
crew	crew	nn1
member	member	nn1
at	at	ii
a	a	at1
time	time	nnt1
.	.	y
The	the	at
pilots	pilot	nn2
would	would	vm
then	then	rt
be	be	vbi
refreshed	refresh	vvn@
for	for	if
descent	descent	nn1
and	and	cc
landing	land	nn1_vvg
.	.	y
The	the	at
rule	rule	nn1
change	change	nn1
might	might	vm
also	also	rr
help	help	vvi
discourage	discourage	vvi
the	the	at
use	use	nn1
of	of	io
pep	pep	nn1
pills	pill	nn2
or	or	cc
other	other	jj
drugs	drug	nn2
.	.	y
