@@347239	##	fo
AN	an	at1
OFF-BROADWAY	off-broadway	jj_nn1	
SHOW	show	nn1
IN	in	ii
MANHATTAN	manhattan	np1
CALLED	call	vvd@
THE	the	at
NEWS	news	nn1
in	in	ii
Revue	revue	np1_nn1
is	be	vbz
packing	pack	vvg
them	them	ppho2
in	in	rp@
by	by	ii
turning	turn	vvg_nn1
today	today	rt
's	's	ge_vbz
political	political	jj
headlines	headline	nn2
into	into	ii
tonight	tonight	rt
's	's	ge
routines	routine	nn2
.	.	y
For	for	rex21
instance	instance	rex22
:	:	y
the	the	at
long-running	long-running	jj
Clinton-Gore	clinton-gore	np1
road	road	nn1
tour	tour	nn1
has	have	vhz
gone	go	vvn
sour	sour	jj
since	since	cs_ii@
the	the	at
Fab	fab	jj
Foursome	foursome	nn1
started	start	vvd
getting	get	vvg
on	on	ii
each	each	ppx221
other	other	ppx222
's	's	ge
nerves	nerve	nn2
.	.	y
Bill	bill	np1_nn1
keeps	keep	vvz
playing	play	vvg
that	that	dd1_cst
darned	darned	jj_vvd
sax	sax	nn1
,	,	y
and	and	cc
Hillary	hillary	np1
wo	will	vm
n't	n't	xx
quit	quit	vvi
with	with	iw
the	the	at
cookies	cookie	nn2
.	.	y
Tables	table	nn2
are	be	vbr
outfitted	outfit	vvn@
with	with	iw
ballot	ballot	nn1
boxes	box	nn2
,	,	y
and	and	cc
every	every	at1
night	night	nnt1
the	the	at
audience	audience	nn1
votes	vote	nn2
for	for	if
President	president	nn1
.	.	y
At	at	ii
last	last	md
count	count	nn1
,	,	y
Clinton	clinton	np1
had	have	vhd
won	win	vvn
68	68	mc
of	of	io
70	70	mc
ballots	ballot	nn2
.	.	y
