@@340961	##	fo
IVAN	ivan	np1
BOESKY	boesky	np1	
<P>	<p>	null	
Not	not	xx
only	only	rr
did	do	vdd
he	he	pphs1
take	take	vvi
a	a	at1
tax	tax	nn1
write-off	write-off	nn1
on	on	ii
half	half	db
his	his	appge
$100	$100	nnu
million	million	m
settlement	settlement	nn1
on	on	ii
insider-trading	insider-trading	jj_nn1
charges	charge	nn2
,	,	y
he	he	pphs1
also	also	rr
kept	keep	vvn_vvd
millions	millions	m
more	more	rrr_dar
from	from	ii
shady	shady	jj
deals	deal	nn2
and	and	cc
,	,	y
while	while	cs
in	in	ii
prison	prison	nn1
,	,	y
paid	pay	vvd_vvn
fellow	fellow	jj_nn1
inmates	inmate	nn2
to	to	to
do	do	vdi
his	his	appge
laundry	laundry	nn1
.	.	y
