@@346438	##	fo
In	in	ii
Patpong	patpong	np1_nn1
,	,	y
the	the	at
glitzy	glitzy	jj
sex	sex	nn1
district	district	nn1
of	of	io
Bangkok	bangkok	np1
,	,	y
video	video	nn1_vv0@
pirates	pirate	nn2
usually	usually	rr
specialize	specialize	vv0
in	in	ii_rp@
illegal	illegal	jj
copies	copy	nn2
of	of	io
feature	feature	nn1
films	film	nn2
and	and	cc
music	music	nn1
videos	video	nn2
.	.	y
Lately	lately	rr
,	,	y
though	though	cs_rr@
,	,	y
they	they	pphs2
ca	can	vm
n't	n't	xx
keep	keep	vvi
a	a	at1
hot	hot	jj
political	political	jj
video	video	nn1
in	in	ii
stock	stock	nn1
.	.	y
It	it	pph1
seems	seem	vvz
that	that	cst_dd1
government-controlled	government-controlled	jj
Thai	thai	jj_nn1
TV	tv	nn1
did	do	vdd
not	not	xx
carry	carry	vvi
footage	footage	nn1
of	of	io
the	the	at
police	police	nn2
violence	violence	nn1
against	against	ii
the	the	at
huge	huge	jj
pro-democracy	pro-democracy	jj
demonstrations	demonstration	nn2
in	in	ii
Bangkok	bangkok	np1
last	last	md
month	month	nnt1
.	.	y
Thai	thai	jj@_np1@_nn2
citizens	citizen	nn2
are	be	vbr
now	now	rt
catching	catch	vvg
up	up	rp
with	with	iw
what	what	ddq
the	the	at
rest	rest	nn1
of	of	io
the	the	at
world	world	nn1
saw	see	vvd
happening	happen	vvg_nn1
in	in	ii_rp@
their	their	appge
own	own	da
country	country	nn1
.	.	y
