@@350531	##	fo
NEW	new	jj
MOVIE	movie	nn1
<P>	<p>	null	
THE	the	at
PELICAN	pelican	nn1
BRIEF	brief	nn1@_jj	
<P>	<p>	null	
NATURAL	natural	jj
REASONS	reason	nn2
FOR	for	if
KISS	kiss	nn1
<P>	<p>	null	
Julia	julia	np1
Roberts	roberts	np1
and	and	cc
Denzel	denzel	np1
Washington	washington	np1
's	's	ge
characters	character	nn2
ended	end	vvd_vvn
up	up	rp
together	together	rl
in	in	ii
the	the	at
novel	novel	nn1_jj
and	and	cc
in	in	ii
an	an	at1
early	early	jj
script	script	nn1
.	.	y
<P>	<p>	null	
ONSCREEN	onscreen	jj
KISS	kiss	nn1
AVOIDANCE	avoidance	nn1	
<P>	<p>	null	
At	at	ii
the	the	at
end	end	nn1
of	of	io
the	the	at
film	film	nn1
,	,	y
Roberts	roberts	np1
gives	give	vvz
Washington	washington	np1
a	a	at1
demure	demure	jj
interracial	interracial	jj
kiss	kiss	nn1
on	on	ii
the	the	at
cheek	cheek	nn1
and	and	cc
then	then	rt
leaves	leave	vvz
him	him	ppho1
.	.	y
<P>	<p>	null	
NEW	new	jj
MOVIE	movie	nn1
<P>	<p>	null	
SIX	six	mc
DEGREES	degree	nn2
OF	of	io
SEPARATION	separation	nn1
<P>	<p>	null	
NATURAL	natural	jj
REASONS	reason	nn2
FOR	for	if
KISS	kiss	nn1
<P>	<p>	null	
Will	will	np1@
Smith	smith	np1
and	and	cc
Anthony	anthony	np1
Michael	michael	np1
Hall	hall	nn1
play	play	vv0_nn1
gay	gay	jj
men	man	nn2
who	who	pnqs
have	have	vh0
a	a	at1
love	love	nn1
scene	scene	nn1
.	.	y
<P>	<p>	null	
ONSCREEN	onscreen	jj
KISS	kiss	nn1
AVOIDANCE	avoidance	nn1	
<P>	<p>	null	
Smith	smith	np1
refused	refuse	vvd
to	to	to
kiss	kiss	vvi
Hall	hall	nn1
;	;	y
they	they	pphs2
fake	fake	vv0@_jj
kiss	kiss	nn1_vv0
in	in	ii
a	a	at1
way	way	nn1
so	so	cs@_rr
the	the	at
audience	audience	nn1
ca	can	vm
n't	n't	xx
see	see	vvi
their	their	appge
lips	lip	nn2
.	.	y
<P>	<p>	null	
NEW	new	jj
MOVIE	movie	nn1
<P>	<p>	null	
PHILADELPHIA	philadelphia	np1
<P>	<p>	null	
NATURAL	natural	jj
REASONS	reason	nn2
FOR	for	if
KISS	kiss	nn1
<P>	<p>	null	
Tom	tom	np1
Hanks	hanks	np1
plays	play	vvz
a	a	at1
homosexual	homosexual	jj_nn1
man	man	nn1
dying	die	vvg_jj
of	of	io
AIDS	aids	nn1_nn2@
,	,	y
Antonio	antonio	np1
Banderas	banderas	np2
is	be	vbz
his	his	ppge@
passionately	passionately	rr
devoted	devote	jj
lover	lover	nn1
.	.	y
<P>	<p>	null	
ONSCREEN	onscreen	jj
KISS	kiss	nn1
AVOIDANCE	avoidance	nn1	
<P>	<p>	null	
Banderas	banderas	np1@_nn2
kisses	kiss	vvz@_nn2
Hanks	hanks	np1
on	on	ii
the	the	at
hand	hand	nn1
.	.	y
Their	their	appge
lips	lip	nn2
never	never	rr
meet	meet	vv0
.	.	y
