@@345344	##	fo
Quiet	quiet	jj
diplomacy	diplomacy	nn1
is	be	vbz
not	not	xx
always	always	rr
handled	handle	vvn
by	by	ii
colorless	colorless	jj
bureaucrats	bureaucrat	nn2
.	.	y
GIANDOMENICO	giandomenico	np1	
PICCO	picco	np1_nn1	
,	,	y
the	the	at
dashing	dash	jj
U.N	un	np1
.	.	y
envoy	envoy	nn1
credited	credit	vvn
with	with	iw
freeing	free	vvg
the	the	at
hostages	hostage	nn2
,	,	y
has	have	vhz
a	a	at1
certain	certain	jj
James	james	np1
Bond	bond	np1
quality	quality	nn1
that	that	cst_dd1
has	have	vhz
Hollywood	hollywood	np1
panting	pant	vvg_nn1@
.	.	y
Already	already	rr
considering	consider	ii_vvg_cs
book	book	nn1
offers	offer	nn2
,	,	y
Picco	picco	np1
is	be	vbz
now	now	rt
being	be	vbg
courted	court	vvn
by	by	ii
movie	movie	nn1
studios	studio	nn2
eager	eager	jj
to	to	to
portray	portray	vvi
the	the	at
glamorous	glamorous	jj
negotiator	negotiator	nn1
at	at	ii
work	work	nn1
.	.	y
