@@348242	##	fo
Can	can	vm
you	you	ppy
smell	smell	vvi
the	the	at
difference	difference	nn1
between	between	ii
burnt	burnt	jj@
vanilla	vanilla	nn1
and	and	cc
worn	worn	jj@_vvn
socks	sock	nn2
?	?	y
If	if	cs
so	so	rr
,	,	y
you	you	ppy
might	might	vm
pass	pass	vvi
the	the	at
test	test	nn1
to	to	to
get	get	vvi
a	a	at1
new	new	jj
job	job	nn1
with	with	iw
Japan	japan	np1
's	's	ge
Environment	environment	nn1
Agency	agency	nn1
.	.	y
It	it	pph1
is	be	vbz
recruiting	recruit	vvg
human	human	nn1_jj
bloodhounds	bloodhounds	vvz_nn2
to	to	to
sniff	sniff	vvi
out	out	rp
sources	source	nn2
of	of	io
the	the	at
foul	foul	jj_nn1
odors	odor	nn2
that	that	cst
generate	generate	vv0
10,000	10,000	mc
complaints	complaint	nn2
each	each	dd1
year	year	nnt1
from	from	ii
the	the	at
fastidious	fastidious	jj
Japanese	japanese	nn1
.	.	y
Officials	official	nn2
have	have	vh0
used	use	vvn
machines	machine	nn2
to	to	to
track	track	vvi
down	down	rp
smells	smell	nn2_vvz
,	,	y
but	but	ccb
these	these	dd2
olfactometers	olfactometers	nn2	
are	be	vbr
no	no	at
substitute	substitute	nn1_jj
for	for	if
the	the	at
human	human	jj_nn1
nostril	nostril	nn1
.	.	y
"	"	"
Measurement	measurement	nn1
of	of	io
offensive	offensive	jj
odors	odor	nn2
,	,	y
"	"	"
says	say	vvz
Manami	manami	jj_np1	
Fujikura	fujikura	nn1@_np1	
of	of	io
the	the	at
agency	agency	nn1
's	's	ge
special-pollution	special-pollution	jj_nn1	
division	division	nn1
,	,	y
"	"	"
needs	need	vvz
expert	expert	nn1
,	,	y
knowledge	knowledge	nn1
and	and	cc
technique	technique	nn1
.	.	y
"	"	"
And	and	cc
a	a	at1
strong	strong	jj
stomach	stomach	nn1
.	.	y
