@@350229	##	fo
"	"	"
You	you	ppy
think	think	vv0
about	about	ii
that	that	dd1
age-old	age-old	jj
question	question	nn1
of	of	io
why	why	rrq
?	?	y
Was	be	vbdz
I	i	ppis1_mc1%
a	a	at1
bad	bad	jj
person	person	nn1
?	?	y
I	i	ppis1
tried	try	vvd
to	to	to
clean	clean	vvi
up	up	rp
my	my	appge
karma	karma	nn1
.	.	y
"	"	"
<P>	<p>	null	
 -- 	--	zz
GEORGIA	georgia	np1
GOODMAN	goodman	np1
OF	of	io
MALIBU	malibu	np1_nn1
,	,	y
CALIFORNIA	california	np1
,	,	y
AFTER	after	cs
SHE	she	pphs1
RETURNED	return	vvd
TO	to	ii
THE	the	at
SITE	site	nn1
OF	of	io
HER	her	appge_ppho1
HOME	home	nn1_rl
,	,	y
WHICH	which	ddq
HAD	have	vhd
BURNED	burn	vvn
IN	in	ii
THE	the	at
FIRES	fire	nn2
LAST	last	md
WEEK	week	nnt1
