@@348035	##	fo
His	his	appge_ppge@
daily	daily	jj_rr
litany	litany	nn1
of	of	io
lowbrow	lowbrow	nn1_vv0
sexual	sexual	jj
innuendo	innuendo	nn1
,	,	y
anatomical	anatomical	jj
comparisons	comparison	nn2
and	and	cc
coarse	coarse	jj
ethnic	ethnic	jj
stereotyping	stereotyping	nn1
may	may	vm
endear	endear	vvi
him	him	ppho1
to	to	ii
a	a	at1
surging	surging	jj@
army	army	nn1
of	of	io
sophomoric	sophomoric	jj
radio	radio	nn1
listeners	listener	nn2
,	,	y
but	but	ccb
not	not	xx
to	to	ii
the	the	at
Federal	federal	jj
Communications	communication	nn2
Commission	commission	nn1
.	.	y
For	for	if
the	the	at
second	second	md
time	time	nnt1
in	in	ii
two	two	mc
months	month	nnt2
,	,	y
broadcasts	broadcast	nn2_vvz@
by	by	ii
schlock	schlock	nn1
jock	jock	nn1_vv0
Howard	howard	np1
Stern	stern	nn1
have	have	vh0
drawn	draw	vvn
FCC	fcc	np1
fines	fine	vvz_nn2
.	.	y
This	this	dd1
time	time	nnt1
,	,	y
however	however	rr
,	,	y
the	the	at
commission	commission	nn1
upped	up	vvd_vvn
the	the	at
stakes	stake	nn2
by	by	ii
fining	fine	vvg_jj@
Stern	stern	nn1
's	's	ge
bosses	boss	nn2
at	at	ii
Infinity	infinity	nn1
Broadcasting	broadcast	vvg@_nn1
a	a	at1
record	record	nn1
$600,000	$600,000	nnu
for	for	if
the	the	at
"	"	"
indecent	indecent	jj
"	"	"
material	material	nn1
,	,	y
though	though	cs
it	it	pph1
stopped	stop	vvd
short	short	jj_rr@
of	of	io
barring	bar	vvg
Infinity	infinity	nn1
's	be	vbz_ge_vhz@
planned	plan	vvn_jj@
purchase	purchase	nn1
of	of	io
three	three	mc
new	new	jj
stations	station	nn2
.	.	y
The	the	at
FCC	fcc	np1
also	also	rr
warned	warn	vvn_vvd
that	that	cst
any	any	dd
such	such	da
future	future	jj_nn1
violations	violation	nn2
could	could	vm
lead	lead	vvi
to	to	ii
a	a	at1
loss	loss	nn1
of	of	io
Infinity	infinity	nn1
's	's	ge
broadcast	broadcast	nn1_vvn_jj@
license	license	nn1
.	.	y
In	in	ii
a	a	at1
welcome	welcome	jj_nn1
change	change	nn1
,	,	y
Stern	stern	nn1
made	make	vvd_vvn
no	no	at
comment	comment	nn1
.	.	y
