@@349229	##	fo
WINNERS	winner	nn2
<P>	<p>	null	
LEONARD	leonard	np1
JEFFRIES	jeffries	np1
<P>	<p>	null	
Judge	judge	nn1_vv0
calls	call	vvz_nn2
prof	prof	nn1
's	's	ge
wild	wild	jj
anti-Semitism	anti-semitism	nn1
free	free	jj
speech	speech	nn1
<P>	<p>	null	
TONY	tony	np1
KUSHNER	kushner	np1_nn1
<P>	<p>	null	
Playwright	playwright	nn1
's	's	ge
Angels	angel	nn2
in	in	ii
America	america	np1
up	up	rp
for	for	if
nine	nine	mc
Tonys	tony	np2
<P>	<p>	null	
DAN	dan	np1
ROSTENKOWSKI	rostenkowski	np1_nn2	
<P>	<p>	null	
Tax-bill	tax-bill	jj_nn1	
win	win	nn1@
shows	show	vvz_nn2
he	he	pphs1
still	still	rr
rules	rule	vvz@
Ways	way	nn2
and	and	cc
Means	mean	nn_vvz
<P>	<p>	null	
LOSERS	loser	nn2
<P>	<p>	null	
ROSEANNE	roseanne	np1_nn1	
AND	and	cc
TOM	tom	np1
ARNOLD	arnold	np1
<P>	<p>	null	
ABC	abc	np1
canceled	cancel	vvd
his	his	appge
Jackie	jackie	np1
Thomas	thomas	np1
Show	show	nn1_vv0
<P>	<p>	null	
WARREN	warren	np1
CHRISTOPHER	christopher	np1
<P>	<p>	null	
That	that	dd1
European	european	jj_nn1
diplomatic	diplomatic	jj
trip	trip	nn1
yielded	yield	vvd_vvn
nothing	nothing	pn1
<P>	<p>	null	
RON	ron	np1
GALOTTI	galotti	np1_nn2	
<P>	<p>	null	
Vanity	vanity	nn1
Fair	fair	jj_nn1@
publisher	publisher	nn1
broomed	broomed	vvd_vvn@	
