@@341463	##	fo
With	with	iw
the	the	at
local	local	jj
hoosegow	hoosegow	nn1
crowded	crowd	vvd_jj
,	,	y
Boise	boise	np1
authorities	authority	nn2
quickly	quickly	rr
put	put	vvn_vv0_vvd
up	up	rp_ii@
an	an	at1
annex	annex	nn1
:	:	y
a	a	at1
big	big	jj
top	top	nn1_jj
.	.	y
Since	since	cs_ii@
July	july	npm1
6	6	mc
,	,	y
nonviolent	nonviolent	jj
offenders	offender	nn2
have	have	vh0
served	serve	vvn
weekend	weekend	nnt1
terms	term	nn2
under	under	ii
a	a	at1
flashy	flashy	jj
red-and-white	red-and-white	jj
tent	tent	nn1
ordinarily	ordinarily	rr
used	use	vvn_vvd
for	for	if
the	the	at
local	local	jj
fair	fair	jj
.	.	y
<P>	<p>	null	
The	the	at
experiment	experiment	nn1
has	have	vhz
inspired	inspire	vvn
some	some	dd
unavoidable	unavoidable	jj
clowning	clown	vvg_nn1@
around	around	rp
.	.	y
Captain	captain	nnb
Tom	tom	np1
Taylor	taylor	np1
of	of	io
the	the	at
Ada	ada	np1
County	county	nn1
sheriff	sheriff	nn1
's	's	ge
department	department	nn1
jokes	joke	vvz@_nn2
that	that	cst
it	it	pph1
is	be	vbz
hard	hard	jj
to	to	to
persuade	persuade	vvi
prisoners	prisoner	nn2
"	"	"
to	to	to
wear	wear	vvi
the	the	at
little	little	jj
red	red	jj_nn1
nose	nose	nn1
and	and	cc
the	the	at
funny	funny	jj
hair	hair	nn1
.	.	y
"	"	"
In	in	ii
fact	fact	nn1
,	,	y
the	the	at
inmates	inmate	nn2
wear	wear	vv0
their	their	appge
own	own	da
clothes	clothes	nn2
and	and	cc
are	be	vbr
routinely	routinely	rr
warned	warn	vvn_vvd
to	to	to
use	use	vvi
sunscreen	sunscreen	jj_nn1
to	to	to
protect	protect	vvi
themselves	themselves	ppx2
from	from	ii
the	the	at
hot	hot	jj
summer	summer	nnt1
sun	sun	nn1
.	.	y
Meals	meal	nn2
are	be	vbr
served	serve	vvn
at	at	ii
picnic	picnic	nn1
tables	table	nn2
,	,	y
portable	portable	jj
toilets	toilet	nn2
are	be	vbr
set	set	vvn
up	up	rp
near	near	ii
the	the	at
tent	tent	nn1
,	,	y
and	and	cc
prisoners	prisoner	nn2
sleep	sleep	vv0
on	on	ii_rp@
military	military	jj
cots	cot	nn2
.	.	y
Says	say	vvz
Marshal	marshal	nnb
Carr	carr	np1
,	,	y
serving	serve	vvg
a	a	at1
sentence	sentence	nn1
for	for	if
driving	drive	vvg
under	under	ii
the	the	at
influence	influence	nn1
:	:	y
"	"	"
It	it	pph1
's	be	vbz
fun	fun	jj
really	really	rr
.	.	y
I	i	ppis1
use	use	vv0
it	it	pph1
to	to	to
catch	catch	vvi
up	up	rp
on	on	ii
my	my	appge
sleep	sleep	nn1
and	and	cc
get	get	vvi
away	away	ii21_rl
from	from	ii22_ii
my	my	appge
old	old	jj
lady	lady	nn1
.	.	y
"	"	"
