@@350131	##	fo
This	this	dd1
poster	poster	nn1
and	and	cc
others	other	nn2
like	like	ii_vv0@
it	it	pph1
were	be	vbdr
used	use	vvn
in	in	ii
a	a	at1
number	number	nn1
of	of	io
history	history	nn1
classes	class	nn2
in	in	ii
Germany	germany	np1
until	until	cs
they	they	pphs2
were	be	vbdr
recently	recently	rr
withdrawn	withdraw	vvn
.	.	y
The	the	at
creators	creator	nn2
'	'	ge
intention	intention	nn1
was	be	vbdz
to	to	to
convey	convey	vvi
that	that	cst
Hitler	hitler	np1
was	be	vbdz
a	a	at1
terrible	terrible	jj
man	man	nn1
.	.	y
