@@345448	##	fo
Other	other	jj_nn1@
plans	plan	nn2_vvz
to	to	to
dismantle	dismantle	vvi
the	the	at
long	long	jj
nuclear	nuclear	jj
standoff	standoff	nn1
are	be	vbr
moving	move	vvg
ahead	ahead	rl
smartly	smartly	rr
.	.	y
U.S.	u.s.-	np1
intelligence	intelligence	nn1
officials	official	nn2
anticipate	anticipate	vv0
a	a	at1
major	major	jj
breakthrough	breakthrough	nn1
in	in	ii
arms-control	arms-control	jj_nn1
verification	verification	nn1
by	by	ii
spring	spring	nn1
.	.	y
Until	until	ii
now	now	rt
,	,	y
spy	spy	nn1_vv0@
satellites	satellite	nn2
have	have	vh0
provided	provide	vvn
the	the	at
best	best	jjt
way	way	nn1
to	to	to
peek	peek	vvi
at	at	ii
what	what	ddq
the	the	at
other	other	jj
side	side	nn1
is	be	vbz
doing	do	vdg
.	.	y
Gorbachev	gorbachev	np1
quipped	quip	vvd
that	that	cst
U.S.	u.s.-	np1
military	military	jj
satellites	satellite	nn2
could	could	vm
read	read	vvi
the	the	at
license	license	nn1
plates	plate	nn2
on	on	ii
Moscow	moscow	np1
cars	car	nn2
.	.	y
But	but	ccb
bad	bad	jj
weather	weather	nn1
can	can	vm
block	block	vvi
the	the	at
view	view	nn1
from	from	ii
space	space	nn1
:	:	y
airplanes	airplane	nn2
would	would	vm
be	be	vbi
better	better	jjr
.	.	y
Members	member	nn2
of	of	io
NATO	nato	np1
and	and	cc
the	the	at
former	former	da
WARSAW	warsaw	np1
PACT	pact	nn1
countries	country	nn2
are	be	vbr
close	close	jj
to	to	ii
an	an	at1
unprecedented	unprecedented	jj
agreement	agreement	nn1
to	to	to
permit	permit	vvi
regular	regular	jj
verification	verification	nn1
flights	flight	nn2
over	over	ii
one	one	ppx121
another	another	ppx122
's	's	ge
territory	territory	nn1
.	.	y
Come	come	vv0
in	in	rp@
,	,	y
O'Hare	o'hare	np1
!	!	!
Requesting	request	vvg
permission	permission	nn1
to	to	to
land	land	vvi
.	.	y
I	i	ppis1
'm	be	vbm
out	out	ii21
of	of	ii22
film	film	nn1
.	.	y
