@@348335	##	fo
Moles	mole	nn2
are	be	vbr
recruited	recruit	vvn
.	.	y
Agents	agent	nn2
seduce	seduce	vv0
the	the	at
enemy	enemy	nn1
to	to	to
gain	gain	vvi
access	access	nn1
to	to	ii
secrets	secret	nn2
.	.	y
Sound	sound	nn1_vv0@
like	like	ii
the	the	at
cold	cold	jj_nn1
war	war	nn1
?	?	y
In	in	ii
FRIENDLY	friendly	jj
SPIES	spy	nn2
,	,	y
which	which	ddq
will	will	vm
be	be	vbi
released	release	vvn
this	this	dd1
week	week	nnt1
,	,	y
author	author	nn1
Peter	peter	np1
Schweizer	schweizer	np1_nn1	
richly	richly	rr
details	detail	nn2_vvz%
how	how	rrq
the	the	at
companies	company	nn2
and	and	cc
governments	government	nn2
of	of	io
such	such	da
U.S.	u.s.-	np1
allies	ally	nn2_vvz@
as	as	csa
South	south	nd1
Korea	korea	np1
,	,	y
Japan	japan	np1
,	,	y
Canada	canada	np1
,	,	y
Germany	germany	np1
and	and	cc
France	france	np1
are	be	vbr
engaged	engage	vvn
in	in	ii
intensive	intensive	jj
espionage	espionage	nn1
against	against	ii
American	american	jj
firms	firm	nn2
.	.	y
The	the	at
Japanese	japanese	jj_nn1
space	space	nn1
agency	agency	nn1
,	,	y
for	for	rex21
example	example	rex22
,	,	y
uses	use	vvz
U.S.-based	us-based	jj
lawyers	lawyer	nn2
and	and	cc
employees	employee	nn2
to	to	ii
pepper	pepper	nn1
nasa	nasa	nn1
with	with	iw
Freedom	freedom	nn1
of	of	io
Information	information	nn1
requests	request	nn2_vvz@
on	on	ii
rocketry	rocketry	nn1
and	and	cc
the	the	at
space	space	nn1
shuttle	shuttle	nn1
on	on	ii31
behalf	behalf	ii32
of	of	ii33
Japanese	japanese	jj_nn1
firms	firm	nn2
.	.	y
A	a	at1_zz1
French	french	jj_nn1
spy	spy	nn1
is	be	vbz
caught	catch	vvn_jj@
planting	plant	vvg_nn1
moles	mole	nn2
at	at	ii
IBM	ibm	np1
and	and	cc
Texas	texas	np1
Instruments	instrument	nn2
.	.	y
U.S.	u.s.-	np1
intelligence	intelligence	nn1
officials	official	nn2
,	,	y
divided	divide	vvn_vvd
on	on	ii_rp@
how	how	rrq
an	an	at1
open	open	jj
society	society	nn1
can	can	vm
fight	fight	vvi
back	back	rp
,	,	y
are	be	vbr
anxiously	anxiously	rr
awaiting	await	vvg
guidance	guidance	nn1
from	from	ii
the	the	at
Clinton	clinton	np1
Administration	administration	nn1
.	.	y
