@@361204	##	fo
Why	why	rrq
sit	sit	vvi
through	through	rp@_ii
just	just	rr
one	one	mc1
mediocre	mediocre	jj
movie	movie	nn1
when	when	cs_rrq
Life	life	nn1
offers	offer	vvz@_nn2
an	an	at1
anthology	anthology	nn1
of	of	io
them	them	ppho2
?	?	y
First	first	md
it	it	pph1
's	be	vbz
Harlem	harlem	np1
Nights	night	nnt2
:	:	y
Eddie	eddie	np1
Murphy	murphy	np1
and	and	cc
Martin	martin	np1
Lawrence	lawrence	np1
meet	meet	vv0
in	in	ii_rp@
a	a	at1
Manhattan	manhattan	np1
speak-easy	speak-easy	jj
in	in	ii
1932	1932	mc
.	.	y
Then	then	rt
it	it	pph1
's	be	vbz
a	a	at1
period	period	nn1
prison	prison	nn1
picture	picture	nn1
,	,	y
as	as	csa_ii
the	the	at
stars	star	nn2
get	get	vv0
framed	frame	vvn
on	on	ii
a	a	at1
murder	murder	nn1
rap	rap	nn1
.	.	y
Climax	climax	vv0_nn1
in	in	ii
the	the	at
'	'	"@_ge
70s	70s	mc2
with	with	iw
an	an	at1
all-male	all-male	jj_nn1
Driving	drive	jj_vvg
Miss	miss	nnb
Daisy	daisy	np1
,	,	y
and	and	cc
keep	keep	vv0
on	on	rp
meandering	meander	vvg
into	into	ii
the	the	at
'	'	"@_ge
90s	90s	mc2
as	as	ii_csa
the	the	at
codgers	codger	nn2
plan	plan	vv0
one	one	mc1_pn1
last	last	md
adventure	adventure	nn1
.	.	y
Since	since	cs
the	the	at
characters	character	nn2
are	be	vbr
in	in	ii_rp@
stir	stir	vv0_nn1@
most	most	dat
of	of	io
the	the	at
time	time	nnt1
,	,	y
the	the	at
film	film	nn1
does	do	vdz
n't	n't	xx
move	move	vvi
;	;	y
it	it	pph1
just	just	rr_jj@
ages	age	nn2_vvz@
.	.	y
Murphy	murphy	np1
's	's	ge
real	real	jj
co-star	co-star	nn1
here	here	rl
,	,	y
as	as	csa
in	in	ii
Coming	come	vvg
to	to	ii
America	america	np1
and	and	cc
The	the	at
Nutty	nutty	jj
Professor	professor	nn1
,	,	y
is	be	vbz
makeup	makeup	nn1
maven	maven	nn1_jj
Rick	rick	np1
Baker	baker	np1
.	.	y
The	the	at
facial	facial	jj
prostheses	prosthese	nn2
are	be	vbr
funny	funny	jj
and	and	cc
poignant	poignant	jj
.	.	y
Unlike	unlike	ii@_jj
this	this	dd1
life-long	life-long	jj
film	film	nn1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Richard	richard	np1
Corliss	corliss	np1
