@@348136	##	fo
NO	no	ddqv31
MATTER	matter	ddqv32
WHAT	what	ddqv33
SORT	sort	nn1
OF	of	io
SLEAZE	sleaze	np1_nn1_vv0	
his	his	appge
ex	ex	nn1@
has	have	vhz
dished	dish	vvn
out	out	rp
in	in	ii
her	her	appge
nasty	nasty	jj
new	new	jj
bio	bio	nn1
,	,	y
DAVID	david	np1
BOWIE	bowie	np1
is	be	vbz
a	a	at1
blissfully	blissfully	rr
conventional	conventional	jj
one-woman	one-woman	jj_nn1
man	man	nn1
today	today	rt
.	.	y
In	in	ii
fact	fact	nn1
his	his	appge
happy	happy	jj
marriage	marriage	nn1
to	to	ii
the	the	at
stunning	stunning	jj
Iman	iman	np1
has	have	vhz
inspired	inspire	vvn
much	much	da1
of	of	io
the	the	at
material	material	nn1
on	on	ii
his	his	appge
upcoming	upcoming	jj
solo	solo	nn1_jj@
album	album	nn1
,	,	y
his	his	appge
first	first	md
in	in	ii
six	six	mc
years	year	nnt2
.	.	y
Just	just	rr
recorded	record	vvn_vvd
,	,	y
Bowie	bowie	np1
says	say	vvz
it	it	pph1
"	"	"
will	will	vm
examine	examine	vvi
the	the	at
twists	twist	nn2
and	and	cc
turns	turn	nn2@_vvz
of	of	io
companionship	companionship	nn1
.	.	y
"	"	"
He	he	pphs1
adds	add	vvz
,	,	y
"	"	"
All	all	db
my	my	appge
albums	album	nn2
start	start	vv0
out	out	rp
bleak	bleak	jj
and	and	cc
veer	veer	vv0
toward	toward	ii
the	the	at
depressing	depressing	jj
.	.	y
This	this	dd1
one	one	pn1
will	will	vm
let	let	vvi
the	the	at
sun	sun	nn1
shine	shine	vvi
through	through	rp@_ii
.	.	y
"	"	"
Sunshine	sunshine	nn1
,	,	y
yes	yes	uh
,	,	y
and	and	cc
a	a	at1
little	little	jj
sax	sax	nn1
playing	play	vvg
from	from	ii
Major	major	nnb
Tom	tom	np1
too	too	rr@
.	.	y
