@@346835	##	fo
Scientists	scientist	nn2
hate	hate	vv0
NASA	nasa	np1
's	's	ge
proposed	propose	jj
space	space	nn1
station	station	nn1
because	because	cs
it	it	pph1
is	be	vbz
almost	almost	rr
useless	useless	jj
for	for	if
science	science	nn1
.	.	y
Some	some	dd
legislators	legislator	nn2
hate	hate	vv0
it	it	pph1
because	because	cs
it	it	pph1
will	will	vm
cost	cost	vvi
$30	$30	nnu
billion	billion	m
at	at	ii
a	a	at1
minimum	minimum	nn1_jj
.	.	y
But	but	ccb
other	other	jj
legislators	legislator	nn2
,	,	y
and	and	cc
aerospace	aerospace	nn1
contractors	contractor	nn2
,	,	y
love	love	vv0
it	it	pph1
because	because	cs
it	it	pph1
means	mean	vvz
jobs	job	nn2
,	,	y
hefty	hefty	jj
profits	profit	nn2
and	and	cc
continuing	continuing	jj_vvg
American	american	jj
technological	technological	jj
pre-eminence	pre-eminence	nn1
.	.	y
Last	last	md
week	week	nnt1
the	the	at
lovers	lover	nn2
triumphed	triumph	vvd_vvn@
as	as	ii_csa
the	the	at
House	house	nn1
approved	approve	vvd_vvn
$1.73	$1.73	nnu	
billion	billion	m
to	to	to
keep	keep	vvi
the	the	at
project	project	nn1
alive	alive	jj
for	for	if
another	another	dd1
year	year	nnt1
,	,	y
defeating	defeat	vvg
an	an	at1
amendment	amendment	nn1
that	that	cst_dd1
would	would	vm
have	have	vhi
shut	shut	vvn
down	down	rp_ii@
the	the	at
undertaking	undertaking	nn1
.	.	y
