@@348237	##	fo
It	it	pph1_nn1@
took	take	vvd
six	six	mc
years	year	nnt2
and	and	cc
several	several	da2
entreaties	entreaty	nn2
,	,	y
but	but	ccb
in	in	ii
the	the	at
end	end	nn1
,	,	y
Masako	masako	np1
Owada	owada	np1	
agreed	agree	vvd
to	to	to
marry	marry	vvi
Japan	japan	np1
's	's	ge
Crown	crown	nn1
Prince	prince	nnb
Naruhito	naruhito	np1
.	.	y
After	after	ii
announcing	announce	vvg
the	the	at
engagement	engagement	nn1
,	,	y
they	they	pphs2
revealed	reveal	vvd
the	the	at
words	word	nn2
that	that	cst
finally	finally	rr
won	win	vvd_vvn
her	her	appge
heart	heart	nn1
:	:	y
"	"	"
Masako-san	masako-san	jj_nn1	
,	,	y
I	i	ppis1
will	will	vm
protect	protect	vvi
you	you	ppy
for	for	if
my	my	appge
entire	entire	jj
life	life	nn1
.	.	y
"	"	"
