@@361598	##	fo
The	the	at
author	author	nn1
of	of	io
the	the	at
stunning	stunning	jj
Regeneration	regeneration	nn1
trilogy	trilogy	nn1
clearly	clearly	rr
has	have	vhz
still	still	rr
more	more	rrr_dar
to	to	to
say	say	vvi
about	about	ii
World	world	nn1
War	war	nn1
I.	i.-	np1
Geordie	geordie	nn1
,	,	y
101	101	mc
,	,	y
on	on	ii
his	his	appge
deathbed	deathbed	nn1
,	,	y
is	be	vbz
haunted	haunt	vvn
by	by	ii
visions	vision	nn2
of	of	io
the	the	at
trenches	trench	nn2
and	and	cc
the	the	at
death	death	nn1
of	of	io
his	his	appge
brother	brother	nn1
.	.	y
His	his	appge
grandson	grandson	nn1
Nick	nick	np1
,	,	y
who	who	pnqs
is	be	vbz
nursing	nurse	vvg
him	him	ppho1
,	,	y
is	be	vbz
struggling	struggle	vvg_jj
instead	instead	rr
with	with	iw
one	one	mc1
of	of	io
the	the	at
modern	modern	jj
age	age	nn1
's	's	ge
versions	version	nn2
of	of	io
warfare	warfare	nn1
,	,	y
a	a	at1
cobbled	cobbled	jj
together	together	rl
,	,	y
dysfunctional	dysfunctional	jj
family	family	nn1
.	.	y
Nick	nick	np1
moves	move	vvz_nn2
between	between	ii
his	his	appge
grandfather	grandfather	nn1
's	's	ge
past	past	nn1_jj_rl
and	and	cc
his	his	appge
own	own	da
unsettled	unsettled	jj
present	present	nn1
wondering	wonder	vvg
about	about	ii
survival	survival	nn1
.	.	y
But	but	ccb
Barker	barker	np1
's	's	ge
faith	faith	nn1
in	in	ii
the	the	at
power	power	nn1
of	of	io
redemption	redemption	nn1
lets	let	vvz
her	her	ppho1
,	,	y
and	and	cc
the	the	at
reader	reader	nn1
,	,	y
down	down	rp
:	:	y
the	the	at
hasty	hasty	jj
if	if	cs_csw@
elegiac	elegiac	jj
conclusion	conclusion	nn1
promises	promise	vvz
a	a	at1
peace	peace	nn1
that	that	cst_dd1
is	be	vbz
too	too	rg
easily	easily	rr
won	win	vvn_vvd
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Elizabeth	elizabeth	np1
Gleick	gleick	np1
