@@349230	##	fo
"	"	"
You	you	ppy
may	may	vm
not	not	xx
know	know	vvi
who	who	pnqs
Barney	barney	np1
is	be	vbz
,	,	y
Senator	senator	nnb
Feinstein	feinstein	np1
,	,	y
but	but	ccb
I	i	ppis1
'll	will	vm
sing	sing	vvi
the	the	at
Barney	barney	np1
song	song	nn1
to	to	ii
you	you	ppy
one	one	mc1
of	of	io
these	these	dd2
days	day	nnt2
.	.	y
"	"	"
 -- 	--	zz
SENATOR	senator	nn1
PAUL	paul	np1
SIMON	simon	np1
TO	to	ii
SENATOR	senator	nn1
DIANNE	dianne	nn1_np1
FEINSTEIN	feinstein	nn1_np1
AT	at	ii
THE	the	at
SENATE	senate	nn1
HEARING	hear	vvg_nn1
ON	on	ii
TV	tv	nn1
VIOLENCE	violence	nn1
