@@360597	##	fo
The	the	at
latest	late	jjt
from	from	ii
a	a	at1
young	young	jj
man	man	nn1
who	who	pnqs
is	be	vbz
without	without	iw_rr%
question	question	nn1_vv0@
Russia	russia	np1
's	's	ge
most	most	rgt
exciting	exciting	jj
pianist	pianist	nn1
,	,	y
this	this	dd1
recital	recital	nn1
disc	disc	nn1
pairs	pair	nn2
two	two	mc
romantic	romantic	jj
masterpieces	masterpiece	nn2
,	,	y
the	the	at
Bach-Busoni	bach-busoni	jj_nn1
Chaconne	chaconne	np1_nn1@
and	and	cc
Schumann	schumann	np1
's	's	ge
Kreisleriana	kreisleriana	np1_nn1@	
,	,	y
plus	plus	ii
a	a	at1
pair	pair	nn
of	of	io
shorter	short	jjr
pieces	piece	nn2
by	by	ii
Beethoven	beethoven	np1
(	(	y
Rondo	rondo	np1
for	for	if
Piano	piano	nn1
in	in	ii
G	g	np1@_zz1
Major	major	np1
is	be	vbz
one	one	mc1
)	)	y
.	.	y
These	these	dd2
spectacular	spectacular	jj
performances	performance	nn2
 -- 	--	zz
big-boned	big-boned	jj
and	and	cc
expansive	expansive	jj
,	,	y
yet	yet	rr
piercingly	piercingly	rr
direct	direct	jj_rr@
whenever	whenever	rrqv
they	they	pphs2
need	need	vv0
to	to	to
be	be	vbi
 -- 	--	zz
rank	rank	nn1
among	among	ii
the	the	at
very	very	rg
best	best	rrt
on	on	ii
record	record	nn1
.	.	y
Not	not	xx
since	since	cs_ii@_rr@
Vladimir	vladimir	np1
Horowitz	horowitz	np1
was	be	vbdz
in	in	ii
his	his	appge
absolute	absolute	jj
prime	prime	jj_nn1%
have	have	vh0
we	we	ppis2
been	be	vbn
privy	privy	jj
to	to	ii
classical	classical	jj
piano	piano	nn1
playing	play	vvg
quite	quite	rg_rr@
as	as	rg@_csa
bold	bold	jj
,	,	y
quite	quite	rg_rr@
as	as	rg
ambitious	ambitious	jj
as	as	csa
this	this	dd1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Terry	terry	np1
Teachout	teachout	np1
