@@362397	##	fo
Bassist	bassist	nn1
,	,	y
singer	singer	nn1
,	,	y
sometime	sometime	jj_rt
hip-hopper	hip-hopper	nn1_jj
Me'Shell	me'shell	np1
NdegeOcello	ndegeocello	np1	
created	create	vvd
a	a	at1
wake-up	wake-up	nn1
call	call	nn1_vv0
in	in	ii
her	her	appge
first	first	md
album	album	nn1
,	,	y
Plantation	plantation	nn1
Lullabies	lullaby	nn2
,	,	y
brimming	brim	vvg
with	with	iw
funk	funk	nn1
and	and	cc
flavor	flavor	nn1_vv0
and	and	cc
attitude	attitude	nn1
.	.	y
Her	her	appge
new	new	jj
CD	cd	nn1
,	,	y
Bitter	bitter	jj_nn1@
,	,	y
is	be	vbz
more	more	dar
of	of	io
a	a	at1
good-night	good-night	nn1@
kiss	kiss	nn1_vv0
,	,	y
slow	slow	jj_rr@_vv0@
,	,	y
atmospheric	atmospheric	jj
and	and	cc
a	a	rr21
bit	bit	rr22
weepy	weepy	jj_nn1
.	.	y
Bitter	bitter	jj_nn1@
,	,	y
which	which	ddq
features	feature	vvz@
narcoleptic	narcoleptic	jj
production	production	nn1
by	by	ii
Craig	craig	np1
Street	street	nnl1
,	,	y
has	have	vhz
carefully	carefully	rr
structured	structure	vvn
songs	song	nn2
and	and	cc
cautious	cautious	jj
vocals	vocal	nn2
,	,	y
but	but	ccb
it	it	pph1
lacks	lack	vvz
NdegeOcello	ndegeocello	np1	
's	's	ge
edginess	edginess	nn1
and	and	cc
verve	verve	nn1_vv0
.	.	y
The	the	at
songs	song	nn2
are	be	vbr
about	about	ii
breakups	breakup	nn2
and	and	cc
betrayal	betrayal	nn1
,	,	y
but	but	ccb
the	the	at
emotion	emotion	nn1
is	be	vbz
buried	bury	vvn
.	.	y
This	this	dd1
album	album	nn1
feels	feel	vvz
like	like	ii
that	that	dd1
uncomfortable	uncomfortable	jj
pause	pause	nn1
in	in	ii
an	an	at1
argument	argument	nn1
when	when	cs_rrq
there	there	ex
's	be	vbz
nothing	nothing	pn1
left	leave	vvn
to	to	to
say	say	vvi
or	or	cc
throw	throw	nn1_vv0
or	or	cc
do	do	vdi
but	but	ccb
sit	sit	vv0
quietly	quietly	rr
,	,	y
crying	cry	vvg
tears	tear	nn2
of	of	io
rage	rage	nn1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Christopher	christopher	np1
John	john	np1
Farley	farley	np1
