@@342859	##	fo
As	as	csa
Jordan	jordan	np1
's	's	ge
King	king	nnb
Hussein	hussein	np1
mounts	mount	vvz
a	a	at1
last-ditch	last-ditch	jj_nn1
effort	effort	nn1
for	for	if
peace	peace	nn1
,	,	y
he	he	pphs1
is	be	vbz
sporting	sport	vvg
a	a	at1
silvery	silvery	jj
new	new	jj
beard	beard	nn1
.	.	y
Some	some	dd
of	of	io
the	the	at
King	king	nn1_np1@
's	's	ge
subjects	subject	nn2
believe	believe	vv0
he	he	pphs1
is	be	vbz
trying	try	vvg
to	to	to
appear	appear	vvi
more	more	rgr_dar
pious	pious	jj
as	as	ii_csa
the	the	at
gulf	gulf	nn1
conflict	conflict	nn1
heats	heat	nn2
up	up	rp
.	.	y
Just	just	rr
after	after	ii_cs
Hussein	hussein	np1
grew	grow	vvd
the	the	at
beard	beard	nn1
,	,	y
he	he	pphs1
appointed	appoint	vvd@
members	member	nn2
of	of	io
the	the	at
fundamentalist	fundamentalist	jj_nn1
Muslim	muslim	jj
Brotherhood	brotherhood	nn1
to	to	ii
his	his	appge
Cabinet	cabinet	nn1
,	,	y
thereby	thereby	rr
including	including	ii
that	that	dd1
group	group	nn1
in	in	ii
the	the	at
government	government	nn1
for	for	if
the	the	at
first	first	md
time	time	nnt1
.	.	y
Others	other	nn2
see	see	vv0
the	the	at
beard	beard	nn1
's	's	ge
purpose	purpose	nn1
differently	differently	rr
,	,	y
concluding	conclude	vvg
that	that	cst_dd1
months	month	nnt2
of	of	io
fruitless	fruitless	jj
diplomacy	diplomacy	nn1
have	have	vh0
caused	cause	vvn
the	the	at
King	king	nn1_np1@
's	's	ge
stress-induced	stress-induced	jj_nn1
skin	skin	nn1
rash	rash	nn1
to	to	to
act	act	vvi
up	up	rp
again	again	rt
.	.	y
