@@340166	##	fo
After	after	cs_ii
a	a	at1
year	year	nnt1
of	of	io
enforced	enforce	jj
confinement	confinement	nn1
following	follow	vvg_ii@
the	the	at
publication	publication	nn1
of	of	io
his	his	appge
novel	novel	nn1_jj
The	the	at
Satanic	satanic	jj
Verses	verse	nn2
,	,	y
Salman	salman	np1
Rushdie	rushdie	np1
can	can	vm
hardly	hardly	rr
be	be	vbi
faulted	fault	vvn
for	for	if
speaking	speak	vvg
his	his	appge
mind	mind	nn1
from	from	ii
hiding	hide	vvg
to	to	ii
a	a	at1
few	few	da2
British	british	jj
and	and	cc
American	american	jj
publications	publication	nn2
.	.	y
But	but	ccb
his	his	appge
bold	bold	jj
step	step	nn1_vv0
back	back	rp_nn1
into	into	ii
the	the	at
public	public	jj_nn1
arena	arena	nn1
has	have	vhz
cost	cost	vvn
the	the	at
British	british	jj
author	author	nn1
dearly	dearly	rr
.	.	y
<P>	<p>	null	
Last	last	md
week	week	nnt1
Iran	iran	np1
's	's	ge_vbz
supreme	supreme	jj
spiritual	spiritual	jj
leader	leader	nn1
,	,	y
Ayatullah	ayatullah	np1	
Ali	ali	np1
Khamenei	khamenei	np1
,	,	y
reaffirmed	reaffirm	vvd_vvn
the	the	at
death	death	nn1
sentence	sentence	nn1
against	against	ii
Rushdie	rushdie	np1
proclaimed	proclaim	vvd@
a	a	at1
year	year	nnt1
ago	ago	ra
by	by	ii
his	his	appge
predecessor	predecessor	nn1
,	,	y
Ayatullah	ayatullah	np1	
Ruhollah	ruhollah	np1
Khomeini	khomeini	np1
.	.	y
"	"	"
Mercenary	mercenary	jj_nn1
hands	hand	nn2
which	which	ddq
try	try	vv0
to	to	to
diminish	diminish	vvi
Islam	islam	nn1
by	by	ii
cultural	cultural	jj
plots	plot	nn2
like	like	ii
writing	write	vvg
blasphemous	blasphemous	jj
books	book	nn2
,	,	y
"	"	"
Khamenei	khamenei	np1
said	say	vvd
,	,	y
would	would	vm
be	be	vbi
punished	punish	vvn
.	.	y
<P>	<p>	null	
The	the	at
warning	warning	nn1
chilled	chill	vvn_jj
Japanese	japanese	jj_nn1
booksellers	bookseller	nn2
in	in	ii
Tokyo	tokyo	np1
who	who	pnqs
last	last	md
week	week	nnt1
began	begin	vvd
selling	sell	vvg
a	a	at1
translation	translation	nn1
of	of	io
Rushdie	rushdie	np1
's	's	ge
work	work	nn1
.	.	y
When	when	cs
Gianni	gianni	np1
Palma	palma	np1
,	,	y
who	who	pnqs
arranged	arrange	vvd
the	the	at
publication	publication	nn1
and	and	cc
promotion	promotion	nn1
of	of	io
the	the	at
book	book	nn1
,	,	y
tried	try	vvd
to	to	to
speak	speak	vvi
at	at	ii
a	a	at1
press	press	nn1
conference	conference	nn1
,	,	y
he	he	pphs1
was	be	vbdz
attacked	attack	vvn
by	by	ii
a	a	at1
Pakistani	pakistani	jj_nn1
man	man	nn1
.	.	y
