@@346241	##	fo
CONVINCED	convince	jj_vvn@_vvd@
THAT	that	cst
HARVARD	harvard	np1
UNIVERSITY	university	nn1
'S	's	ge
32-YEAR-OLD	32-year-old	nn1@_jj	
LET	let	vm21
'S	be	vm22
GO	go	vvi
travel	travel	nn1
handbooks	handbook	nn2
have	have	vh0
grown	grow	vvn
a	a	rr21
bit	bit	rr22
stodgy	stodgy	jj
,	,	y
students	student	nn2
from	from	ii
the	the	at
University	university	nn1
of	of	io
California	california	np1
,	,	y
Berkeley	berkeley	np1
,	,	y
are	be	vbr
fanning	fan	vvg
out	out	rp
to	to	to
describe	describe	vvi
the	the	at
world	world	nn1
in	in	ii
their	their	appge
own	own	da
funky	funky	jj
Fodor	fodor	np1
's	's	ge
series	series	nn
,	,	y
THE	the	at
BERKELEY	berkeley	np1
GUIDES	guide	nn2
.	.	y
The	the	at
free-wheeling	free-wheeling	jj
new	new	jj
guides	guide	nn2
offer	offer	vv0
warnings	warning	nn2
about	about	ii
beaches	beach	nn2
that	that	cst
"	"	"
suck	suck	vv0
"	"	"
and	and	cc
restaurants	restaurant	nn2
that	that	cst
are	be	vbr
"	"	"
yucko	yucko	nn1	
.	.	y
"	"	"
The	the	at
guides	guide	nn2
are	be	vbr
printed	print	vvn
on	on	ii
recycled	recycled	jj
paper	paper	nn1
with	with	iw
soy-based	soy-based	jj
ink	ink	nn1
.	.	y
Sniffs	sniff	vvz_nn2
Pete	pete	np1
Deemer	deemer	np1
,	,	y
publishing	publish	vvg_nn1
director	director	nn1
of	of	io
the	the	at
Harvard	harvard	np1
series	series	nn
:	:	y
"	"	"
Theirs	theirs	ppge
may	may	vm
be	be	vbi
more	more	rgr
environmentally	environmentally	rr
friendly	friendly	jj
,	,	y
but	but	ccb
ours	ours	ppge
wo	will	vm
n't	n't	xx
get	get	vvi
thrown	throw	vvn
out	out	rp
as	as	rg@_csa
much	much	da1_rr
.	.	y
"	"	"
