@@361602	##	fo
When	when	rrq_cs
O.J.	o.j.	np1
Simpson	simpson	np1
hurtled	hurtle	vvd
down	down	rp
the	the	at
freeway	freeway	nn1
in	in	ii
his	his	appge
Bronco	bronco	nn1@_np1
,	,	y
Deena	deena	np1
Mullen	mullen	np1
missed	miss	vvd
it	it	pph1
.	.	y
She	she	pphs1
also	also	rr
skipped	skip	vvd
the	the	at
televised	televised	jj
trial	trial	nn1
involving	involve	vvg
"	"	"
that	that	dd1_cst
basketball	basketball	nn1
player	player	nn1
.	.	y
"	"	"
Mullen	mullen	np1
's	's	ge
distance	distance	nn1
from	from	ii
the	the	at
case	case	nn1
that	that	cst
compelled	compel	vvd
the	the	at
universe	universe	nn1
won	win	vvd_vvn
her	her	ppho1
a	a	at1
spot	spot	nn1
on	on	ii
the	the	at
jury	jury	nn1
of	of	io
Simpson	simpson	np1
's	's	ge
civil	civil	jj
trial	trial	nn1
.	.	y
Here	here	rl
,	,	y
in	in	ii
an	an	at1
affecting	affect	jj@
hour-long	hour-long	jj
monologue	monologue	nn1
,	,	y
Mullen	mullen	np1
,	,	y
chillingly	chillingly	rr
,	,	y
economically	economically	rr
,	,	y
reduces	reduce	vvz
the	the	at
Simpson	simpson	np1
affair	affair	nn1
to	to	ii
what	what	ddq
it	it	pph1
was	be	vbdz
:	:	y
a	a	at1
grisly	grisly	jj
murder	murder	nn1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Ginia	ginia	np1
Bellafante	bellafante	np1	
