@@365723	##	fo
DIED	die	vvd_vvn@
.	.	y
JANET	janet	np1
LEIGH	leigh	np1
,	,	y
77	77	mc
,	,	y
coolly	coolly	rr
seductive	seductive	jj
Hollywood	hollywood	np1
star	star	nn1
,	,	y
who	who	pnqs
earned	earn	vvd
immortality	immortality	nn1
as	as	ii_csa
the	the	at
cinema	cinema	nn1
's	's	ge
prime	prime	jj
slasher	slasher	nn1
victim	victim	nn1
in	in	ii
Hitchcock	hitchcock	np1
's	's	ge
Psycho	psycho	nn1_np1
;	;	y
of	of	io
vasculitis	vasculitis	nn1	
;	;	y
in	in	ii
Beverly	beverly	np1
Hills	hill	nnl2
,	,	y
Calif	calif	np1
.	.	y
She	she	pphs1
could	could	vm
have	have	vhi
settled	settle	vvn
for	for	if
being	be	vbg
Tony	tony	np1
Curtis	curtis	np1
'	'	ge
wife	wife	nn1
(	(	y
for	for	if
11	11	mc
years	year	nnt2
)	)	y
and	and	cc
Jamie	jamie	np1
Lee	lee	np1
's	's	ge
mother	mother	nn1
.	.	y
But	but	ccb
Leigh	leigh	np1
had	have	vhd
a	a	at1
gaze	gaze	nn1
as	as	csa_rg@_ii@
alert	alert	jj
and	and	cc
sexy	sexy	jj
as	as	csa
any	any	dd
in	in	ii
movies	movie	nn2
.	.	y
It	it	pph1
bored	bore	vvd
into	into	ii
Frank	frank	np1
Sinatra	sinatra	np1
's	's	ge
frazzled	frazzled	jj@
psyche	psyche	nn1
in	in	ii
The	the	at
Manchurian	manchurian	jj
Candidate	candidate	nn1
;	;	y
mixed	mix	jj@_vvd_vvn
fear	fear	nn1
and	and	cc
fire	fire	nn1_vv0@
as	as	ii_csa
a	a	at1
captive	captive	nn1_jj
in	in	ii
Orson	orson	np1
Welles	welles	np1
'	'	ge
Touch	touch	nn1
of	of	io
Evil	evil	nn1_jj
.	.	y
Even	even	rr
after	after	cs
she	she	pphs1
'd	have	vhd
been	be	vbn
killed	kill	vvn
in	in	ii
the	the	at
Psycho	psycho	nn1_np1
shower	shower	nn1
(	(	y
a	a	at1
model	model	nn1
doubled	double	vvd_vvn
her	her	ppho1
in	in	ii_rp@
some	some	dd
shots	shot	nn2
)	)	y
,	,	y
Leigh	leigh	np1
's	's	ge
unblinking	unblinking	jj@_nn1@_vvg
eye	eye	nn1
held	hold	vvd_vvn
the	the	at
viewer	viewer	nn1
's	's	ge
.	.	y
Decades	decade	nnt2
later	later	rrr
,	,	y
it	it	pph1
still	still	rr
does	do	vdz
.	.	y
 -- 	--	nn1_jj
By	by	ii
Richard	richard	np1
Corliss	corliss	np1
