@@368001	##	fo
FIRE	fire	nn1_vv0@
THAT	that	cst_dd1
MEDIA	media	nn
PLANNER	planner	nn1
In	in	ii31
light	light	ii32
of	of	ii33
last	last	md
week	week	nnt1
's	's	ge
Concorde	concorde	np1
crash	crash	nn1_vv0
(	(	y
with	with	iw
early	early	jj
indications	indication	nn2
placing	place	vvg_nn1
blame	blame	nn1_vv0
on	on	ii
the	the	at
tires	tire	vvz
)	)	y
,	,	y
it	it	pph1
seemed	seem	vvd
an	an	at1
excruciatingly	excruciatingly	rr
bad	bad	jj
time	time	nnt1
to	to	to
run	run	vvi
this	this	dd1
full-page	full-page	jj_nn1
ad	ad	nn1
for	for	if
the	the	at
financial-services	financial-services	nn2
firm	firm	jj_nn1_vv0%
UBS	ubs	np1
in	in	ii
Friday	friday	npd1
's	's	ge
New	new	np1
York	york	np1
Times	time	nnt2
.	.	y
Was	be	vbdz
someone	someone	pn1
not	not	xx
reading	read	vvg
the	the	at
headlines	headline	nn2
?	?	y
Said	say	vvd
UBS	ubs	np1
,	,	y
which	which	ddq
has	have	vhz
pulled	pull	vvn
the	the	at
ad	ad	nn1
:	:	y
"	"	"
We	we	ppis2
regret	regret	vv0
it	it	pph1
.	.	y
"	"	"
The	the	at
Times	time	nnt2
had	have	vhd
no	no	at
comment	comment	nn1
.	.	y
