@@366804	##	fo
In	in	ii
a	a	at1
standard	standard	jj_nn1
Hollywood	hollywood	np1
film	film	nn1
,	,	y
Dean	dean	np1
Corso	corso	np1
(	(	y
Johnny	johnny	np1
Depp	depp	np1
)	)	y
would	would	vm
be	be	vbi
the	the	at
villain	villain	nn1
:	:	y
he	he	pphs1
sports	sport	vvz%
a	a	at1
goatee	goatee	nn1
,	,	y
smokes	smoke	vvz
and	and	cc
 -- 	--	zz
gasp	gasp	nn1
!	!	!
 -- 	--	nn1_jj
reads	read	vvz
books	book	nn2
.	.	y
Yet	yet	rr
in	in	ii
the	the	at
Polanski	polanski	jj_nn1	
netherworld	netherworld	nn1
,	,	y
Corso	corso	np1_nn1
is	be	vbz
the	the	at
hero	hero	nn1
,	,	y
in	in	ii31
search	search	ii32
of	of	ii33
the	the	at
devil	devil	nn1
's	's	ge
autobiography	autobiography	nn1
.	.	y
Before	before	cs
it	it	pph1
goes	go	vvz
both	both	rr
sluggish	sluggish	jj
and	and	cc
batty	batty	jj
,	,	y
the	the	at
movie	movie	nn1
offers	offer	vvz@_nn2
some	some	dd
of	of	io
the	the	at
grace	grace	nn1
notes	note	nn2
of	of	io
classic	classic	jj_nn1
thrillers	thriller	nn2
.	.	y
It	it	pph1
's	be	vbz
handsome	handsome	jj
and	and	cc
elaborate	elaborate	vv0_jj
,	,	y
with	with	iw
nicely	nicely	rr
quirky	quirky	jj
turns	turn	nn2@_vvz
by	by	ii
Depp	depp	np1_nn1
,	,	y
Frank	frank	np1
Langella	langella	np1
and	and	cc
Emmanuelle	emmanuelle	np1
Seigner	seigner	np1
(	(	y
Mrs.	mrs.-	nnb
P	xx_p	np1
)	)	y
.	.	y
Polanski	polanski	nn2_np1@	
,	,	y
the	the	at
perpetual	perpetual	jj
exile	exile	nn1
,	,	y
has	have	vhz
made	make	vvn
his	his	appge
most	most	rgt
accessible	accessible	jj
film	film	nn1
since	since	ii
fleeing	flee	vvg
the	the	at
U.S.	u.s.-	np1
soon	soon	rr
after	after	ii_cs
Chinatown	chinatown	np1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Richard	richard	np1
Corliss	corliss	np1
