@@363974	##	fo
America	america	np1
's	's	ge
oldest	old	jjt
living	live	jj_nn1
teenager	teenager	nn1
has	have	vhz
always	always	rr
liked	like	vvn
hanging	hang	vvg_nn1_jj
with	with	iw
the	the	at
kids	kid	nn2
.	.	y
But	but	ccb
when	when	cs
DICK	dick	np1
CLARK	clark	np1
turned	turn	vvd
down	down	rp
a	a	at1
fellow	fellow	jj_nn1
septuagenarian	septuagenarian	nn1_jj
for	for	if
a	a	at1
job	job	nn1
at	at	ii
his	his	appge
production	production	nn1
company	company	nn1
,	,	y
he	he	pphs1
landed	land	vvd
in	in	ii_rp@
some	some	dd
grownup	grownup	vv0_nn1
legal	legal	jj
trouble	trouble	nn1
.	.	y
Producer	producer	nn1
Ralph	ralph	np1
Andrews	andrews	np1
,	,	y
76	76	mc
,	,	y
filed	file	vvd_jj@_vvn
suit	suit	nn1_vv0
against	against	ii
Clark	clark	np1
,	,	y
74	74	mc
,	,	y
for	for	if
age	age	nn1
discrimination	discrimination	nn1
last	last	md
week	week	nnt1
,	,	y
citing	cite	vvg
a	a	at1
letter	letter	nn1
Clark	clark	np1
wrote	write	vvd
him	him	ppho1
.	.	y
"	"	"
The	the	at
last	last	md
development	development	nn1
guy	guy	nn1
we	we	ppis2
hired	hire	vvd
was	be	vbdz
27	27	mc
years	year	nnt2
old	old	jj
,	,	y
"	"	"
it	it	pph1
says	say	vvz
,	,	y
according	according	ii21
to	to	ii22
the	the	at
claim	claim	nn1
.	.	y
"	"	"
People	people	nn
our	our	appge
age	age	nn1
are	be	vbr
considered	consider	vvn
dinosaurs	dinosaur	nn2
!	!	!
"	"	"
A	a	at1
spokesman	spokesman	nn1
for	for	if
Dick	dick	np1
Clark	clark	np1
Productions	production	nn2
declined	decline	vvd_vvn
to	to	to
comment	comment	vvi
.	.	y
Clark	clark	np1
's	's	ge
other	other	jj
employees	employee	nn2
may	may	vm
want	want	vvi
to	to	to
stock	stock	nn1_vv0%
up	up	rp
on	on	ii
their	their	appge
Grecian	grecian	jj
Formula	formula	nn1
.	.	y
