@@378425	##	fo
Walk	walk	vv0_nn1
on	on	ii
the	the	at
moon	moon	nn1
,	,	y
and	and	cc
people	people	nn
want	want	vv0
a	a	at1
piece	piece	nn1
of	of	io
you	you	ppy
.	.	y
It	it	pph1
can	can	vm
get	get	vvi
to	to	ii
a	a	at1
guy	guy	nn1
.	.	y
For	for	if
Apollo	apollo	np1
11	11	mc
commander	commander	nn1
NEIL	neil	np1
ARMSTRONG	armstrong	np1
,	,	y
the	the	at
fiber	fiber	nn1
that	that	cst
finished	finish	vvd
him	him	ppho1
was	be	vbdz
hair	hair	nn1
.	.	y
An	an	at1
Ohio	ohio	np1
barber	barber	nn1
sold	sell	vvd_vvn
clippings	clipping	nn2
of	of	io
Armstrong	armstrong	np1
's	's	ge
hair	hair	nn1
for	for	if
$3,000	$3,000	nnu
to	to	ii
a	a	at1
middleman	middleman	nn1
,	,	y
who	who	pnqs
got	get	vvd
them	them	ppho2
to	to	ii
a	a	at1
Connecticut	connecticut	np1
collector	collector	nn1
of	of	io
curls	curl	nn2
from	from	ii
Abraham	abraham	np1
Lincoln	lincoln	np1
,	,	y
Charles	charles	np1
Dickens	dickens	np1
,	,	y
Marilyn	marilyn	np1
Monroe	monroe	np1
and	and	cc
others	other	nn2
.	.	y
When	when	cs_rrq
news	news	nn1
got	get	vvd_vvn
back	back	rp
to	to	ii
Armstrong	armstrong	np1
,	,	y
he	he	pphs1
had	have	vhd
his	his	appge
lawyer	lawyer	nn1
shoot	shoot	vv0
a	a	at1
letter	letter	nn1
to	to	ii
the	the	at
barber	barber	nn1
demanding	demand	vvg
the	the	at
return	return	nn1
of	of	io
his	his	appge
hair	hair	nn1
or	or	cc
a	a	at1
$3,000	$3,000	nnu
donation	donation	nn1
to	to	ii
charity	charity	nn1
.	.	y
But	but	ccb
the	the	at
barber	barber	nn1
had	have	vhd
already	already	rr
spent	spend	vvn
the	the	at
cash	cash	nn1
,	,	y
and	and	cc
the	the	at
collector	collector	nn1
refused	refuse	vvn_vvd
to	to	ii
hand	hand	nn1
over	over	ii
the	the	at
goods	good	nn2
,	,	y
though	though	cs
last	last	md
week	week	nnt1
he	he	pphs1
offered	offer	vvd
to	to	to
make	make	vvi
the	the	at
$3,000	$3,000	nnu
charitable	charitable	jj
donation	donation	nn1
.	.	y
No	no	at_uh
word	word	nn1
yet	yet	rr
on	on	ii
whether	whether	csw
that	that	dd1
makes	make	vvz
the	the	at
cut	cut	nn1
.	.	y
