@@377887	##	fo
You	you	ppy
know	know	vv0
you	you	ppy
're	be	vbr
really	really	rr
famous	famous	jj
when	when	cs
you	you	ppy
forget	forget	vv0
a	a	at1
world	world	nn1
leader	leader	nn1
is	be	vbz
coming	come	vvg
to	to	ii
lunch	lunch	nn1
.	.	y
In	in	ii
a	a	at1
new	new	jj
memoir	memoir	nn1
,	,	y
Bono	bono	np1
,	,	y
the	the	at
singer	singer	nn1
recounts	recount	vvz
how	how	rrq
one	one	mc1
Sunday	sunday	npd1
morning	morning	nnt1
his	his	appge
wife	wife	nn1
answered	answer	vvd_vvn
the	the	at
door	door	nn1
at	at	ii
their	their	appge
Dublin	dublin	np1
home	home	nn1_rl
to	to	to
find	find	vvi
Mikhail	mikhail	np1
Gorbachev	gorbachev	np1
"	"	"
standing	stand	nn1_vvg
with	with	iw
a	a	at1
giant	giant	jj_nn1
 -- 	--	nn1_jj
I	i	ppis1
mean	mean	vv0
giant	giant	jj
 -- 	--	zz
teddy	teddy	nn1
bear	bear	nn1_vv0
"	"	"
for	for	if
Bono	bono	np1
's	's	ge
son	son	nn1
.	.	y
"	"	"
It	it	pph1
was	be	vbdz
a	a	at1
loose	loose	jj
arrangement	arrangement	nn1
I	i	ppis1
'd	have	vm_vhd
completely	completely	rr
forgotten	forget	vvn
.	.	y
"	"	"
It	it	pph1
seems	seem	vvz
saving	save	vvg_ii@
the	the	at
world	world	nn1
while	while	cs
remaining	remain	vvg
a	a	at1
rock	rock	nn1
god	god	nn1
can	can	vm
be	be	vbi
distracting	distract	vvg
.	.	y
