@@379339	##	fo
He	he	pphs1
may	may	vm
refuse	refuse	vvi
to	to	to
grow	grow	vvi
up	up	rp
in	in	ii
real	real	jj
life	life	nn1
,	,	y
squiring	squire	vvg
a	a	at1
steady	steady	jj
string	string	nn1
of	of	io
twentysomethings	twentysomething	nn2
and	and	cc
throwing	throw	vvg
raucous	raucous	jj
parties	party	nn2
,	,	y
but	but	ccb
onscreen	onscreen	jj
,	,	y
at	at	rr21
least	least	rr22
,	,	y
BRUCE	bruce	np1
WILLIS	willis	np1
,	,	y
50	50	mc
,	,	y
has	have	vhz
been	be	vbn
embracing	embrace	vvg
the	the	at
realities	reality	nn2
of	of	io
aging	aging	nn1_vvg_jj
.	.	y
In	in	ii
Sin	sin	nn1
City	city	nn1
he	he	pphs1
was	be	vbdz
a	a	at1
60-year-old	60-year-old	jj
cop	cop	nn1
on	on	ii
his	his	appge
last	last	md
mission	mission	nn1
.	.	y
Now	now	rt
he	he	pphs1
adopts	adopt	vvz
a	a	at1
paunch	paunch	nn1
and	and	cc
receding	recede	vvg_jj@
hairline	hairline	nn1
to	to	to
play	play	vvi
another	another	dd1
past-his-prime	past-his-prime	jj	
policeman	policeman	nn1
escorting	escort	vvg
a	a	at1
witness	witness	nn1
on	on	ii
an	an	at1
ill-fated	ill-fated	jj
trek	trek	nn1
from	from	ii
precinct	precinct	nn1
to	to	ii
courthouse	courthouse	nn1
in	in	ii
16	16	mc
Blocks	block	nn2
,	,	y
a	a	at1
thriller	thriller	nn1
that	that	cst_dd1
unfolds	unfold	vvz
in	in	ii
real	real	jj
time	time	nnt1
.	.	y
Willis	willis	np1
hand-picked	hand-picked	nn1_jj
his	his	appge
co-star	co-star	nn1
,	,	y
Hitchhiker	hitchhiker	np1	
's	's	ge
Guide	guide	nn1
to	to	ii
the	the	at
Galaxy	galaxy	nn1
's	be	vbz_ge
MOS	mo	np2
DEF	def	vv0_nn1_np1	
,	,	y
after	after	ii
seeing	see	vvg
the	the	at
rapper-actor	rapper-actor	nn1_jj
in	in	ii
the	the	at
play	play	nn1
Topdog/Underdog	topdog/underdog	nn1_np1
.	.	y
For	for	if
Willis	willis	np1
,	,	y
playing	play	vvg
the	the	at
burnt-out	burnt-out	jj
officer	officer	nn1
"	"	"
is	be	vbz
obviously	obviously	rr
not	not	xx
a	a	at1
vanity	vanity	nn1
role	role	nn1
,	,	y
"	"	"
says	say	vvz
director	director	nn1
Richard	richard	np1
Donner	donner	np1_nn1
.	.	y
But	but	ccb
,	,	y
for	for	if
the	the	at
record	record	nn1
,	,	y
"	"	"
Bruce	bruce	np1
's	's	ge
gut	gut	nn1
is	be	vbz
mostly	mostly	rr
padding	padding	nn1
.	.	y
"	"	"
Phew	phew	uh
.	.	y
Then	then	rt
he	he	pphs1
has	have	vhz
n't	n't	xx
hurt	hurt	vvn
his	his	appge
shot	shot	nn1
at	at	ii
an	an	at1
Abs	abs	jj
of	of	io
Steel	steel	np1_nn1
video	video	nn1
.	.	y
