@@375377	##	fo
Any	any	dd
country	country	nn1
that	that	cst_dd1
loves	love	vvz
his	his	appge
movies	movie	nn2
ca	can	vm
n't	n't	xx
be	be	vbi
all	all	rr@_db
bad	bad	jj
.	.	y
So	so	rr
WOODY	woody	np1_jj
ALLEN	allen	np1
is	be	vbz
appearing	appear	vvg
 -- 	--	zz
sans	sans	fw
fee	fee	nn1
 -- 	--	nn1
in	in	ii
a	a	at1
promotional	promotional	jj
video	video	nn1
from	from	ii
the	the	at
French	french	jj_nn1
Government	government	nn1
Tourist	tourist	nn1
Office	office	nn1
urging	urge	vvg
Americans	american	nn2
to	to	to
bury	bury	vvi
the	the	at
hatchet	hatchet	nn1
.	.	y
He	he	pphs1
says	say	vvz
the	the	at
two	two	mc
nations	nation	nn2
should	should	vm
put	put	vvi
their	their	appge
differences	difference	nn2
behind	behind	ii
them	them	ppho2
so	so	rr
,	,	y
among	among	ii
other	other	jj
things	thing	nn2
,	,	y
he	he	pphs1
does	do	vdz
n't	n't	xx
"	"	"
have	have	vh0
to	to	to
freedom-kiss	freedom-kiss	nn1_jj	
my	my	appge
wife	wife	nn1
when	when	rrq_cs
what	what	ddq
I	i	ppis1
really	really	rr
want	want	vv0
to	to	to
do	do	vdi
is	be	vbz
French-kiss	french-kiss	jj	
her	her	ppho1
.	.	y
"	"	"
The	the	at
French	french	nn1_jj
get	get	vv0
it	it	pph1
.	.	y
