@@376476	##	fo
James	james	np1
Cordero	cordero	np1
uses	use	vvz
it	it	pph1
to	to	to
find	find	vvi
musicians	musician	nn2
to	to	to
perform	perform	vvi
at	at	ii
parties	party	nn2
he	he	pphs1
organizes	organize	vvz
in	in	ii
New	new	np1
York	york	np1
City	city	nn1
.	.	y
Sharon	sharon	np1
Engelstein	engelstein	np1	
uses	use	vvz
it	it	pph1
to	to	ii
network	network	nn1
with	with	iw
other	other	jj
artists	artist	nn2
like	like	ii_vv0@
herself	herself	ppx1
around	around	ii_rp
the	the	at
country	country	nn1
.	.	y
And	and	cc
Mary	mary	np1
Janacek	janacek	np1
used	use	vvd
it	it	pph1
to	to	to
meet	meet	vvi
her	her	appge
boyfriend	boyfriend	nn1
Eric	eric	np1
,	,	y
who	who	pnqs
is	be	vbz
a	a	at1
teacher	teacher	nn1
in	in	ii
Los	los	np1
Angeles	angeles	np1
.	.	y
It	it	pph1
is	be	vbz
Friendster	friendster	np1_nn1
,	,	y
an	an	at1
online	online	jj
network	network	nn1
that	that	cst
grew	grow	vvd
wildly	wildly	rr
this	this	dd1
year	year	nnt1
by	by	ii
helping	help	vvg_nn1
people	people	nn
meet	meet	vvi
new	new	jj
friends	friend	nn2
and	and	cc
lovers	lover	nn2
by	by	ii
connecting	connect	vvg
them	them	ppho2
to	to	ii
their	their	appge
friends	friend	nn2
'	'	ge
friends	friend	nn2
,	,	y
and	and	cc
their	their	appge
friends	friend	nn2
too	too	rr@
.	.	y
<P>	<p>	null	
The	the	at
site	site	nn1
is	be	vbz
the	the	at
brainchild	brainchild	nn1
of	of	io
former	former	da
Netscape	netscape	nn1
engineer	engineer	nn1
Jonathan	jonathan	np1
Abrams	abrams	np1_vvz
,	,	y
who	who	pnqs
christened	christen	vvd@
