@@380429	##	fo
McDonald	mcdonald	np1
's	's	ge
is	be	vbz
getting	get	vvg
a	a	at1
makeover	makeover	vv0
.	.	y
The	the	at
fast-food	fast-food	jj_nn1
force	force	nn1
has	have	vhz
launched	launch	vvn
its	its	appge
first	first	md
restaurant	restaurant	nn1
redesign	redesign	nn1_vv0
in	in	ii
30	30	mc
years	year	nnt2
;	;	y
more	more	dar
than	than	csn
6,000	6,000	mc
locations	location	nn2
will	will	vm
feature	feature	vvi
the	the	at
new	new	jj
look	look	nn1
by	by	ii
year	year	nnt1
's	's	ge
end	end	nn1
.	.	y
Customers	customer	nn2
will	will	vm
have	have	vhi
three	three	mc
zones	zone	nn2
to	to	to
choose	choose	vvi
from	from	ii
,	,	y
based	base	vvn
on	on	ii
their	their	appge
dining	dining	nn1
needs	need	nn2_vvz
,	,	y
says	say	vvz
Peter	peter	np1
Dixon	dixon	np1
of	of	io
Lippincott	lippincott	np1
Mercer	mercer	np1
,	,	y
the	the	at
firm	firm	nn1_jj
that	that	cst
created	create	vvd
the	the	at
new	new	jj
McD	mcd	mc	
.	.	y
Counter	counter	vv0_nn1_jj@
seating	seating	nn1
will	will	vm
serve	serve	vvi
eat-and-run	eat-and-run	jj_nn1	
customers	customer	nn2
.	.	y
Those	those	dd2
looking	look	vvg
to	to	to
linger	linger	vvi
will	will	vm
find	find	vvi
soft	soft	jj
lighting	lighting	nn1
and	and	cc
plush	plush	jj_nn1
chairs	chair	nn2
.	.	y
Mingling	mingling	vvg_jj@_np1@	
teens	teen	nn2
can	can	vm
cram	cram	vvi
tables	table	nn2
together	together	rl
in	in	ii
a	a	at1
flexible	flexible	jj
seating	seating	nn1
area	area	nn1
.	.	y
"	"	"
It	it	pph1
's	be	vbz
something	something	pn1
McDonald	mcdonald	np1
's	be	vbz
should	should	vm
have	have	vhi
done	do	vdn
years	year	nnt2
ago	ago	ra
,	,	y
"	"	"
says	say	vvz
restaurant	restaurant	nn1
analyst	analyst	nn1
Howard	howard	np1
Penney	penney	np1_nn1@
of	of	io
Friedman	friedman	np1
Billings	billings	np2
Ramsey	ramsey	np1
.	.	y
The	the	at
design	design	nn1
suggests	suggest	vvz
a	a	at1
certain	certain	jj
coffee	coffee	nn1
chain	chain	nn1
,	,	y
but	but	ccb
Penney	penney	np1
says	say	vvz
it	it	pph1
could	could	vm
give	give	vvi
McDonald	mcdonald	np1
's	be	vbz
an	an	at1
edge	edge	nn1
over	over	ii
fast-food	fast-food	jj_nn1
rivals	rival	nn2
.	.	y
