@@365825	##	fo
Despite	despite	ii
all	all	db
the	the	at
talk	talk	nn1
about	about	ii
finding	find	vvg
cheaper	cheap	jjr
prescription	prescription	nn1
drugs	drug	nn2
in	in	ii
Canada	canada	np1
and	and	cc
on	on	ii
the	the	at
Internet	internet	nn1_np1
,	,	y
Americans	american	nn2
are	be	vbr
wary	wary	jj
about	about	ii
buying	buy	vvg
online	online	rr_jj
.	.	y
A	a	at1_zz1
survey	survey	nn1_vv0@
out	out	rp
last	last	md
week	week	nnt1
found	find	vvd_vvn
that	that	cst_dd1
just	just	jj
4%	4%	nnu
of	of	io
Americans	american	nn2
have	have	vh0
purchased	purchase	vvn
drugs	drug	nn2
on	on	ii
the	the	at
Web	web	nn1
,	,	y
and	and	cc
the	the	at
vast	vast	jj
majority	majority	nn1
of	of	io
them	them	ppho2
bought	buy	vvd_vvn
from	from	ii
a	a	at1
U.S.-based	us-based	jj_nn1
site	site	nn1
.	.	y
 -- 	--	nn1_jj
By	by	ii
Barbara	barbara	np1
Kiviat	kiviat	np1	
