@@366999	##	fo
In	in	ii
1942	1942	mc
,	,	y
Joseph	joseph	np1
Mitchell	mitchell	np1
(	(	y
Tucci	tucci	np1
)	)	y
,	,	y
a	a	at1
revered	revered	jj@
New	new	jj
Yorker	yorker	np1_nn1%
writer	writer	nn1
,	,	y
published	publish	vvd_vvn
an	an	at1
article	article	nn1
about	about	ii
Joe	joe	np1
Gould	gould	np1
(	(	y
Ian	ian	np1
Holm	holm	np1
)	)	y
,	,	y
a	a	at1
Greenwich	greenwich	np1
Village	village	np1
Bohemian	bohemian	nn1@
who	who	pnqs
claimed	claim	vvd
to	to	to
be	be	vbi
writing	write	vvg
a	a	at1
history	history	nn1
of	of	io
the	the	at
world	world	nn1
millions	millions	m
of	of	io
words	word	nn2
long	long	rr_vv0@_jj
.	.	y
Twenty-two	twenty-two	mc
years	year	nnt2
later	later	rrr
,	,	y
Mitchell	mitchell	np1
admitted	admit	vvd
that	that	cst
Gould	gould	np1
's	's	ge
manuscript	manuscript	nn1
,	,	y
except	except	ii21
for	for	ii22
a	a	at1
few	few	da2
fragments	fragment	nn2
,	,	y
did	do	vdd
n't	n't	xx
exist	exist	vvi
.	.	y
Thereafter	thereafter	rt
Mitchell	mitchell	np1
could	could	vm
be	be	vbi
heard	hear	vvn
typing	type	vvg_nn1
in	in	ii_rp@
his	his	appge
office	office	nn1
every	every	at1
day	day	nnt1
,	,	y
but	but	ccb
he	he	pphs1
never	never	rr
published	publish	vvn_vvd
another	another	dd1
word	word	nn1
.	.	y
There	there	ex
's	be	vbz
a	a	at1
great	great	jj
story	story	nn1
here	here	rl
,	,	y
but	but	ccb
Tucci	tucci	np1
's	's	ge_vbz
literate	literate	jj_nn1@
,	,	y
civilized	civilized	jj
,	,	y
wistful	wistful	jj
movie	movie	nn1
lacks	lack	vvz
savage	savage	jj
impulse	impulse	nn1
and	and	cc
refuses	refuse	vvz
to	to	to
show	show	vvi
how	how	rgq@_rrq
mutual	mutual	jj
exploitation	exploitation	nn1
led	lead	vvn_vvd
to	to	ii
minor	minor	jj
tragedy	tragedy	nn1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Richard	richard	np1
Schickel	schickel	np1
