@@366304	##	fo
75%	75%	nnu
Americans	american	nn2
who	who	pnqs
say	say	vv0
they	they	pphs2
shower	shower	vv0@
or	or	cc
bathe	bathe	vv0
every	every	at1
day	day	nnt1
during	during	ii
winter	winter	nnt1
<P>	<p>	null	
29%	29%	nnu
Americans	american	nn2
in	in	ii
1950	1950	mc
who	who	pnqs
showered	shower	vvd
or	or	cc
bathed	bathe	vvd_vvn
daily	daily	rr_jj
during	during	ii
winter	winter	nnt1
<P>	<p>	null	
$12,990	$12,990	nnu	
Annual	annual	jj
income	income	nn1
of	of	io
the	the	at
poorest	poor	jjt
fifth	fifth	md
of	of	io
American	american	jj
families	family	nn2
,	,	y
a	a	at1
1%	1%	nnu
increase	increase	nn1_vv0
since	since	ii
1990	1990	mc
<P>	<p>	null	
$137,480	$137,480	nnu	
Annual	annual	jj
income	income	nn1
of	of	io
the	the	at
richest	rich	jjt
fifth	fifth	md
of	of	io
American	american	jj
families	family	nn2
,	,	y
a	a	at1
15%	15%	nnu
increase	increase	nn1_vv0
since	since	ii
1990	1990	mc
<P>	<p>	null	
33	33	mc
Regular-season	regular-season	jj
games	game	nn2
Michael	michael	np1
Jordan	jordan	np1
lost	lose	vvd
during	during	ii
his	his	appge
last	last	md
two	two	mc
years	year	nnt2
with	with	iw
the	the	at
Chicago	chicago	np1
Bulls	bull	nn2
<P>	<p>	null	
27	27	mc
Games	game	nn2
the	the	at
Washington	washington	np1
Wizards	wizard	nn2
had	have	vhd
already	already	rr
lost	lose	vvn
this	this	dd1
season	season	nnt1
when	when	rrq_cs
Jordan	jordan	np1
became	become	vvd
the	the	at
team	team	nn1
's	's	ge
president	president	nn1
of	of	io
basketball	basketball	nn1
operations	operation	nn2
<P>	<p>	null	
$1	$1	nnu
Steve	steve	np1
Jobs	job	nn2
'	'	ge
salary	salary	nn1
as	as	csa_ii@
CEO	ceo	nn1
of	of	io
Apple	apple	nn1
Computer	computer	nn1
<P>	<p>	null	
$240,000,000	$240,000,000	nnu	
Estimated	estimate	jj@_vvd_vvn
value	value	nn1
of	of	io
Apple	apple	nn1
stock	stock	nn1
options	option	nn2
Jobs	job	nn2
was	be	vbdz
given	give	vvn
last	last	md
week	week	nnt1
as	as	ii_csa
a	a	at1
reward	reward	nn1
for	for	if
good	good	jj
performance	performance	nn1
.	.	y
He	he	pphs1
also	also	rr
received	receive	vvd
a	a	at1
$40	$40	nnu
million	million	m
Gulfstream	gulfstream	np1_nn1
V	xx_v	zz1_ii@
jet	jet	nn1
<P>	<p>	null	
Sources	source	nn2
:	:	y
Gallup	gallup	np1
,	,	y
Economic	economic	jj
Policy	policy	nn1
Institute	institute	nn1
and	and	cc
the	the	at
Center	center	nn1
on	on	ii
Budget	budget	nn1
and	and	cc
Policy	policy	nn1
Priorities	priority	nn2
,	,	y
NBA	nba	np1_nn1
,	,	y
USA	usa	np1
Today	today	rt
,	,	y
Wall	wall	np1
Street	street	nnl1
Journal	journal	nn1
