@@381877	##	fo
At	at	ii
first	first	md
glance	glance	nn1
,	,	y
the	the	at
city	city	nn1
of	of	io
Dandong	dandong	np1_nn1
seems	seem	vvz
a	a	at1
peaceful	peaceful	jj
,	,	y
bustling	bustling	jj
symbol	symbol	nn1
of	of	io
Chinese	chinese	jj
prosperity	prosperity	nn1
.	.	y
Brightly	brightly	rr
dressed	dress	vvn_jj@
townspeople	townspeople	nn
stroll	stroll	vv0
along	along	rp_ii
the	the	at
tree-lined	tree-lined	jj_nn1
promenade	promenade	nn1
near	near	ii
the	the	at
Yalu	yalu	np1
River	river	nnl1
,	,	y
teenagers	teenager	nn2
mixing	mix	vvg
with	with	iw
office	office	nn1
workers	worker	nn2
and	and	cc
young	young	jj
families	family	nn2
,	,	y
many	many	da2
of	of	io
them	them	ppho2
fresh	fresh	jj
from	from	ii
nearby	nearby	jj
malls	mall	nn2
,	,	y
shopping	shop	nn1
bags	bag	nn2
at	at	ii
their	their	appge
sides	side	nn2
.	.	y
As	as	ii_csa
the	the	at
light	light	nn1
fades	fade	vvz
,	,	y
neon	neon	nn1
signs	sign	nn2
illuminate	illuminate	vv0
the	the	at
city	city	nn1
's	's	ge
numerous	numerous	jj
hotels	hotel	nn2
and	and	cc
karaoke	karaoke	nn1
bars	bar	nn2
.	.	y
Smaller	small	jjr
lights	light	nn2
also	also	rr
begin	begin	vv0
to	to	to
blink	blink	vvi
on	on	rp@
in	in	ii
the	the	at
rows	row	nn2
of	of	io
brand-new	brand-new	jj
apartment	apartment	nn1
buildings	building	nn2
that	that	cst
line	line	vv0@_nn1
the	the	at
riverbank	riverbank	nn1
for	for	if
miles	mile	nnu2
.	.	y
Behind	behind	ii
one	one	mc1
of	of	io
the	the	at
buildings	building	nn2
,	,	y
a	a	at1
fountain	fountain	nn1
of	of	io
noise	noise	nn1
and	and	cc
color	color	nn1
erupts	erupt	vvz
as	as	csa_ii@
firecrackers	firecracker	nn2
and	and	cc
exploding	explode	vvg
rockets	rocket	nn2
mark	mark	vv0
a	a	at1
wedding	wedding	nn1
banquet	banquet	nn1
.	.	y
