@@365036	##	fo
Experts	expert	nn2
say	say	vv0
that	that	cst_dd1
taking	take	vvg_jj%
time	time	nnt1
to	to	to
share	share	vvi
a	a	at1
home-cooked	home-cooked	jj_nn1
meal	meal	nn1
helps	help	vvz
frazzled	frazzled	jj@
families	family	nn2
re-connect	re-connect	vv0	
.	.	y
But	but	ccb
as	as	csa_rg@
overscheduled	overscheduled	jj@
moms	mom	nn2
,	,	y
dads	dad	nn2
and	and	cc
kids	kid	nn2
can	can	vm
attest	attest	vvi
,	,	y
that	that	dd1
's	be	vbz
easier	easy	rrr_jjr
said	say	vvn@_jj%
than	than	csn
done	do	vdn
.	.	y
To	to	ii
the	the	at
rescue	rescue	nn1
comes	come	vvz
The	the	at
Working	work	jj@
Parents	parent	nn2
Cookbook	cookbook	nn1_np1
,	,	y
a	a	at1
lifestyle	lifestyle	nn1
and	and	cc
culinary	culinary	jj
manual	manual	nn1
by	by	ii
Jeff	jeff	np1
Morgan	morgan	np1
,	,	y
a	a	at1
Napa	napa	nn1@_np1
Valley	valley	nn1_np1@
vintner	vintner	nn1
and	and	cc
journalist	journalist	nn1
,	,	y
and	and	cc
his	his	appge
social-worker	social-worker	jj_nn1
wife	wife	nn1
Jodie	jodie	np1_nn1@
,	,	y
who	who	pnqs
are	be	vbr
raising	raise	vvg
teenage	teenage	jj
daughters	daughter	nn2
.	.	y
Most	most	dat
of	of	io
their	their	appge
200	200	mc
recipes	recipe	nn2
take	take	vv0
less	less	dar
than	than	csn
30	30	mc
minutes	minute	nnt2
to	to	to
prepare	prepare	vvi
and	and	cc
feature	feature	vvi
straightforward	straightforward	jj
directions	direction	nn2
.	.	y
The	the	at
dishes	dish	nn2
are	be	vbr
wholesome	wholesome	jj
but	but	ccb
far	far	rg21
from	from	rg22
humdrum	humdrum	jj
:	:	y
salads	salad	nn2
range	range	vv0@_nn1
from	from	ii
Caesar	caesar	np1
to	to	to
nicoise	nicoise	vvi	
;	;	y
entrees	entree	nn2
include	include	vv0
tuna	tuna	nn
steaks	steak	nn2
and	and	cc
lamb	lamb	nn1
chops	chop	nn2
.	.	y
Says	say	vvz
Jeff	jeff	np1
:	:	y
"	"	"
We	we	ppis2
're	be	vbr
trying	try	vvg
to	to	to
help	help	vvi
Americans	american	nn2
rediscover	rediscover	vvi
that	that	cst_dd1
fast	fast	jj
food	food	nn1
can	can	vm
be	be	vbi
good	good	jj
food	food	nn1
and	and	cc
that	that	cst
the	the	at
family	family	nn1
dynamic	dynamic	nn1@
will	will	vm
be	be	vbi
enhanced	enhance	vvn
by	by	ii
a	a	at1
healthy	healthy	jj
mealtime	mealtime	nnt1
experience	experience	nn1
.	.	y
"	"	"
 -- 	--	nn1_jj
By	by	ii
Sonja	sonja	np1
Steptoe	steptoe	np1
