@@366017	##	fo
STAR	star	nn1_vv0@
JONES	jones	np1
was	be	vbdz
never	never	rr
one	one	mc1_pn1
for	for	if
understatement	understatement	nn1
.	.	y
When	when	cs
The	the	at
View	view	nn1
co-hostess	co-hostess	nn1
got	get	vvd_vvn
engaged	engage	jj
in	in	ii
February	february	npm1
to	to	ii
banker	banker	nn1
AL	al	np1_fw
REYNOLDS	reynolds	np1
,	,	y
it	it	pph1
was	be	vbdz
with	with	iw
a	a	at1
five-carat	five-carat	jj_nn1
diamond	diamond	nn1
at	at	ii
an	an	at1
NBA	nba	nn1
game	game	nn1
in	in	ii31
front	front	ii32
of	of	ii33
20,000	20,000	mc
fans	fan	nn2
.	.	y
Then	then	rt
came	come	vvd
the	the	at
self-promotion	self-promotion	nn1_jj
:	:	y
plugging	plug	vvg
wedding	wedding	nn1
vendors	vendor	nn2
on	on	ii
air	air	nn1
;	;	y
running	run	vvg_nn1
