@@382204	##	fo
John	john	np1
Kerry	kerry	np1
,	,	y
presidential	presidential	jj
contender	contender	nn1
in	in	ii
2004	2004	mc
,	,	y
is	be	vbz
the	the	at
junior	junior	jj
U.S.	u.s.-	np1
Senator	senator	nn1
from	from	ii
Massachusetts	massachusetts	np1
<P>	<p>	null	
I	i	ppis1
nominate	nominate	vv0
the	the	at
veterans	veteran	nn2
who	who	pnqs
ran	run	vvd
for	for	if
Congress	congress	nn1
for	for	if
their	their	appge
guts	gut	nn2
,	,	y
grit	grit	vv0_nn1
,	,	y
brains	brain	nn2
and	and	cc
heart	heart	nn1
.	.	y
In	in	ii
Washington	washington	np1
,	,	y
veterans	veteran	nn2
are	be	vbr
too	too	rg
often	often	rr
seen	see	vvn
as	as	csa_ii@
backdrops	backdrop	nn2
for	for	if
speeches	speech	nn2
but	but	ccb
seldom	seldom	rr
listened	listen	vvn_vvd
to	to	ii
about	about	ii
war	war	nn1
and	and	cc
peace	peace	nn1
and	and	cc
body	body	nn1
armor	armor	nn1
.	.	y
Now	now	rt
the	the	at
troops	troop	nn2
are	be	vbr
speaking	speak	vvg
,	,	y
and	and	cc
they	they	pphs2
will	will	vm
change	change	vvi
the	the	at
character	character	nn1
of	of	io
Congress	congress	nn1
.	.	y
<P>	<p>	null	
VETERANS	veteran	nn2
WHO	who	pnqs@
RAN	run	vvd
FOR	for	if
CONGRESS	congress	nn1
<P>	<p>	null	
Chris	chris	np1
DeWolfe	dewolfe	np1
and	and	cc
Tom	tom	np1
Anderson	anderson	np1
are	be	vbr
the	the	at
creators	creator	nn2
of	of	io
