@@376273	##	fo
Is	be	vbz
that	that	dd1
woman	woman	nn1
on	on	ii
the	the	at
bus	bus	nn1
next	next	ii21
to	to	ii22
you	you	ppy
really	really	rr
painting	paint	vvg@
her	her	appge
lips	lip	nn2
with	with	iw
pink	pink	jj
nail	nail	nn1
polish	polish	nn1
?	?	y
No	no	uh
,	,	y
that	that	dd1
's	be	vbz
Lip	lip	nn1
Polish	polish	nn1@_jj
,	,	y
a	a	at1
new	new	jj
line	line	nn1
from	from	ii
Lorac	lorac	np1_nn1@	
that	that	cst_dd1
comes	come	vvz
in	in	ii_rp@
colors	color	nn2
like	like	ii
Amuse	amuse	np1_nn1
,	,	y
the	the	at
bright-pink	bright-pink	jj
shade	shade	nn1
worn	wear	vvn
by	by	ii
Jessica	jessica	np1
Simpson	simpson	np1
of	of	io
MTV	mtv	np1
's	's	ge
Newlyweds	newlywed	nn2
.	.	y
"	"	"
We	we	ppis2
wanted	want	vvd
to	to	to
create	create	vvi
something	something	pn1
small	small	jj
,	,	y
chic	chic	jj
and	and	cc
playful	playful	jj
,	,	y
"	"	"
says	say	vvz
Carol	carol	np1
Shaw	shaw	np1
,	,	y
founder	founder	nn1
of	of	io
Lorac	lorac	np1	
.	.	y
As	as	ii_csa
a	a	at1
bonus	bonus	nn1
,	,	y
the	the	at
consumer	consumer	nn1
gets	get	vvz
a	a	at1
gloss	gloss	nn1
that	that	cst_dd1
is	be	vbz
scented	scent	vvn
with	with	iw
a	a	at1
hint	hint	nn1
of	of	io
vanilla	vanilla	nn1
and	and	cc
mint	mint	nn1_jj
.	.	y
 -- 	--	nn1_jj
By	by	ii
Alix	alix	np1
Strauss	strauss	np1
