@@380433	##	fo
Fashion	fashion	nn1_vv0@
statements	statement	nn2
can	can	vm
be	be	vbi
risky	risky	jj
,	,	y
as	as	csa
antiwar	antiwar	nn1
activist	activist	nn1
Cindy	cindy	np1
Sheehan	sheehan	np1
,	,	y
below	below	rl
,	,	y
and	and	cc
a	a	at1
Congressman	congressman	nn1
's	's	ge
support-the-troops	support-the-troops	nn2	
wife	wife	nn1
learned	learn	vvd_vvn
last	last	md
week	week	nnt1
when	when	rrq_cs
they	they	pphs2
got	get	vvd
booted	boot	vvn
from	from	ii
the	the	at
Capitol	capitol	np1
for	for	if
sporting	sport	vvg_jj
political	political	jj
T	t	zz1
shirts	shirt	nn2
.	.	y
Here	here	rl
's	be	vbz
a	a	at1
look	look	nn1
at	at	ii
other	other	jj
wearable	wearable	jj
agendas	agenda	nn2
.	.	y
<P>	<p>	null	
RACE	race	nn1
RELATIONS	relation	nn2
<P>	<p>	null	
Mayor	mayor	nnb
Ray	ray	np1
Nagin	nagin	np1
's	's	ge
call	call	nn1
for	for	if
a	a	at1
"	"	"
chocolate	chocolate	nn1
New	new	np1
Orleans	orleans	np1
"	"	"
sounded	sound	vvd
pretty	pretty	rg
tasty	tasty	jj
to	to	ii
a	a	at1
Louisiana	louisiana	np1
man	man	nn1
who	who	pnqs
has	have	vhz
sold	sell	vvn
some	some	dd
3,000	3,000	mc
WILLY	willy	np1
NAGIN	nagin	np1_nn1	
AND	and	cc
THE	the	at
CHOCOLATE	chocolate	nn1
FACTORY	factory	nn1
shirts	shirt	nn2
at	at	ii
